change_control_id,material_id,supplier_id,change_number,change_type,risk_level,status,opened_date
1323,146,22,CC-001323,Supplier Site,Low,Implemented,2024-11-06
1324,256,70,CC-001324,Supplier Site,Medium,Implemented,2025-12-09
1325,84,46,CC-001325,Method,Low,Rejected,2024-10-26
1326,16,73,CC-001326,Storage,Medium,Implemented,2026-02-08
1327,147,54,CC-001327,Storage,Medium,Approved,2024-09-11
1328,145,31,CC-001328,Supplier Site,Low,Implemented,2024-12-29
1329,202,119,CC-001329,Specification,Low,Implemented,2024-06-11
1330,29,45,CC-001330,Storage,Medium,Implemented,2026-03-28
1331,112,67,CC-001331,Storage,High,Proposed,2025-06-07
1332,237,15,CC-001332,Specification,High,Implemented,2024-08-06
1333,93,108,CC-001333,Specification,Medium,Implemented,2024-05-02
1334,167,120,CC-001334,Supplier Site,Low,Implemented,2025-05-06
1335,90,30,CC-001335,Packaging,Low,Implemented,2026-01-26
1336,162,15,CC-001336,Storage,Medium,Approved,2025-05-07
1337,157,101,CC-001337,Specification,Low,Proposed,2025-04-04
1338,28,76,CC-001338,Specification,Low,Approved,2024-06-14
1339,51,98,CC-001339,Storage,Low,Approved,2025-02-26
1340,30,30,CC-001340,Packaging,Medium,Implemented,2025-09-02
1341,209,97,CC-001341,Supplier Site,Low,Approved,2025-10-09
1342,90,64,CC-001342,Method,Low,Implemented,2025-09-17
1343,194,30,CC-001343,Process,Low,Approved,2024-03-02
1344,107,66,CC-001344,Process,Medium,Approved,2025-07-16
1345,53,8,CC-001345,Storage,Low,Approved,2026-03-22
1346,225,109,CC-001346,Storage,Low,Approved,2025-12-30
1347,31,76,CC-001347,Method,Low,Rejected,2024-10-24
1348,138,67,CC-001348,Supplier Site,Low,Implemented,2024-10-03
1349,276,42,CC-001349,Supplier Site,Low,Implemented,2024-10-05
1350,74,56,CC-001350,Supplier Site,Low,Implemented,2025-03-05
1351,157,47,CC-001351,Method,High,Implemented,2026-03-05
1352,280,86,CC-001352,Packaging,Medium,Implemented,2025-05-23
1353,160,85,CC-001353,Packaging,Low,Implemented,2025-01-28
1354,198,97,CC-001354,Storage,Medium,Implemented,2024-12-28
1355,150,48,CC-001355,Supplier Site,Low,Proposed,2025-02-13
1356,291,112,CC-001356,Storage,Medium,Proposed,2026-03-24
1357,86,99,CC-001357,Supplier Site,Medium,Implemented,2025-05-17
1358,62,74,CC-001358,Specification,Medium,Rejected,2024-04-19
1359,242,58,CC-001359,Method,Medium,Implemented,2026-03-15
1360,50,107,CC-001360,Storage,Low,Proposed,2025-01-13
1361,64,18,CC-001361,Method,Medium,Proposed,2025-04-12
1362,52,43,CC-001362,Process,High,Implemented,2024-03-28
1363,124,90,CC-001363,Supplier Site,Low,Proposed,2025-02-10
1364,11,75,CC-001364,Supplier Site,Medium,Implemented,2025-07-18
1365,130,90,CC-001365,Specification,Low,Implemented,2025-09-19
1366,196,100,CC-001366,Specification,Low,Implemented,2026-04-29
1367,260,44,CC-001367,Supplier Site,Low,Implemented,2025-08-31
1368,264,6,CC-001368,Method,Medium,Implemented,2024-04-02
1369,88,4,CC-001369,Method,Medium,Implemented,2026-03-19
1370,86,85,CC-001370,Process,Medium,Implemented,2024-09-18
1371,182,103,CC-001371,Specification,High,Rejected,2025-04-12
1372,65,29,CC-001372,Packaging,Low,Implemented,2025-01-03
1373,277,75,CC-001373,Supplier Site,Medium,Implemented,2024-06-26
1374,224,87,CC-001374,Supplier Site,Medium,Implemented,2025-09-09
1375,92,77,CC-001375,Specification,Low,Implemented,2024-11-19
1376,89,65,CC-001376,Method,Medium,Approved,2025-07-28
1377,284,1,CC-001377,Specification,Medium,Approved,2025-07-24
1378,72,99,CC-001378,Process,Medium,Approved,2025-06-29
1379,1,96,CC-001379,Specification,Low,Implemented,2025-08-20
1380,176,45,CC-001380,Storage,Low,Implemented,2026-04-18
1381,221,80,CC-001381,Packaging,Medium,Proposed,2024-03-19
1382,258,58,CC-001382,Process,Medium,Implemented,2025-04-28
1383,210,13,CC-001383,Supplier Site,Medium,Implemented,2024-07-24
1384,218,42,CC-001384,Supplier Site,Medium,Implemented,2025-06-03
1385,141,9,CC-001385,Storage,Medium,Implemented,2024-08-10
1386,244,45,CC-001386,Method,Low,Approved,2025-01-30
1387,71,38,CC-001387,Supplier Site,Low,Implemented,2024-08-28
1388,140,39,CC-001388,Method,Medium,Implemented,2026-03-15
1389,296,5,CC-001389,Specification,High,Proposed,2026-03-28
1390,256,32,CC-001390,Packaging,Medium,Implemented,2026-03-17
1391,50,95,CC-001391,Supplier Site,Low,Implemented,2026-03-21
1392,196,114,CC-001392,Process,Medium,Implemented,2024-10-09
1393,66,100,CC-001393,Process,Low,Implemented,2024-09-08
1394,216,111,CC-001394,Supplier Site,Medium,Implemented,2025-12-14
1395,220,36,CC-001395,Specification,Low,Implemented,2025-06-27
1396,297,99,CC-001396,Method,Medium,Implemented,2025-11-25
1397,52,2,CC-001397,Process,Medium,Implemented,2024-02-22
1398,283,47,CC-001398,Supplier Site,Medium,Rejected,2025-01-10
1399,43,38,CC-001399,Packaging,Medium,Approved,2025-07-05
1400,255,51,CC-001400,Method,Medium,Implemented,2025-01-12
1401,147,74,CC-001401,Process,High,Implemented,2024-12-16
1402,244,97,CC-001402,Storage,Medium,Implemented,2024-02-16
1403,10,1,CC-001403,Packaging,Low,Rejected,2025-08-06
1404,13,32,CC-001404,Method,Medium,Implemented,2025-03-09
1405,196,46,CC-001405,Method,High,Approved,2024-09-21
1406,166,26,CC-001406,Process,Medium,Implemented,2024-06-15
1407,92,76,CC-001407,Supplier Site,High,Implemented,2024-11-03
1408,138,116,CC-001408,Specification,High,Approved,2025-01-25
1409,85,115,CC-001409,Supplier Site,Low,Approved,2024-02-07
1410,292,36,CC-001410,Supplier Site,Low,Implemented,2025-08-14
1411,27,101,CC-001411,Method,Low,Approved,2025-07-13
1412,126,54,CC-001412,Supplier Site,Low,Implemented,2025-09-25
1413,231,59,CC-001413,Process,Medium,Implemented,2024-01-30
1414,279,30,CC-001414,Supplier Site,Medium,Implemented,2024-12-24
1415,211,107,CC-001415,Storage,Medium,Implemented,2026-02-14
1416,242,119,CC-001416,Method,Medium,Implemented,2024-06-21
1417,253,67,CC-001417,Storage,Low,Approved,2025-05-20
1418,199,71,CC-001418,Process,Low,Implemented,2025-12-18
1419,12,96,CC-001419,Process,High,Proposed,2025-09-13
1420,292,54,CC-001420,Method,Medium,Implemented,2025-07-06
1421,40,76,CC-001421,Specification,Medium,Implemented,2024-06-05
1422,38,29,CC-001422,Packaging,Low,Implemented,2024-03-27
1423,103,2,CC-001423,Process,Medium,Proposed,2024-01-14
1424,116,103,CC-001424,Specification,High,Proposed,2024-05-29
1425,11,37,CC-001425,Method,Low,Approved,2024-09-29
1426,56,11,CC-001426,Supplier Site,Low,Implemented,2024-08-12
1427,37,91,CC-001427,Method,Low,Implemented,2024-03-10
1428,26,120,CC-001428,Storage,Low,Implemented,2024-12-02
1429,252,84,CC-001429,Process,Low,Rejected,2025-08-06
1430,38,40,CC-001430,Process,Low,Implemented,2025-05-05
1431,68,109,CC-001431,Supplier Site,Medium,Implemented,2024-02-05
1432,241,83,CC-001432,Storage,Medium,Approved,2025-09-11
1433,23,118,CC-001433,Method,Medium,Implemented,2024-04-17
1434,18,43,CC-001434,Specification,Medium,Implemented,2024-05-16
1435,44,19,CC-001435,Storage,Low,Implemented,2024-05-03
1436,53,87,CC-001436,Supplier Site,Low,Implemented,2024-01-04
1437,121,8,CC-001437,Method,Low,Implemented,2025-09-05
1438,3,101,CC-001438,Specification,Low,Implemented,2025-08-03
1439,8,38,CC-001439,Process,Low,Proposed,2026-01-14
1440,36,115,CC-001440,Supplier Site,Low,Implemented,2025-01-16
1441,74,69,CC-001441,Packaging,Low,Proposed,2025-03-03
1442,167,84,CC-001442,Supplier Site,Medium,Approved,2025-06-22
1443,277,63,CC-001443,Specification,Low,Implemented,2025-05-08
1444,284,16,CC-001444,Specification,Low,Proposed,2025-06-10
1445,295,34,CC-001445,Packaging,Low,Implemented,2025-04-24
1446,112,97,CC-001446,Method,Low,Implemented,2024-04-01
1447,198,101,CC-001447,Storage,Medium,Approved,2025-03-31
1448,283,23,CC-001448,Supplier Site,Low,Implemented,2026-03-03
1449,82,27,CC-001449,Supplier Site,Low,Proposed,2024-04-17
1450,28,107,CC-001450,Storage,Low,Implemented,2026-03-08
1451,51,104,CC-001451,Storage,Medium,Implemented,2025-10-21
1452,135,46,CC-001452,Packaging,Low,Implemented,2026-01-14
1453,6,23,CC-001453,Specification,Medium,Implemented,2024-08-10
1454,117,58,CC-001454,Process,Medium,Implemented,2026-02-09
1455,278,5,CC-001455,Process,High,Implemented,2025-11-12
1456,195,91,CC-001456,Supplier Site,Low,Implemented,2025-02-17
1457,264,87,CC-001457,Storage,Medium,Approved,2025-05-13
1458,20,46,CC-001458,Storage,Medium,Implemented,2025-03-02
1459,237,95,CC-001459,Supplier Site,Medium,Implemented,2024-06-27
1460,237,106,CC-001460,Process,Low,Proposed,2024-10-07
1461,102,20,CC-001461,Process,High,Approved,2024-05-15
1462,141,35,CC-001462,Process,Low,Implemented,2024-01-28
1463,70,13,CC-001463,Process,Low,Implemented,2024-05-22
1464,283,48,CC-001464,Supplier Site,Low,Implemented,2024-02-03
1465,268,41,CC-001465,Process,Medium,Implemented,2024-08-30
1466,108,90,CC-001466,Process,Medium,Implemented,2025-04-27
1467,172,117,CC-001467,Method,Medium,Approved,2024-06-18
1468,109,13,CC-001468,Specification,Medium,Implemented,2025-10-16
1469,58,64,CC-001469,Supplier Site,Low,Approved,2025-02-12
1470,69,5,CC-001470,Method,Medium,Rejected,2026-04-26
1471,298,35,CC-001471,Method,Low,Implemented,2026-04-21
1472,40,36,CC-001472,Storage,Medium,Implemented,2024-10-28
1473,118,14,CC-001473,Supplier Site,Low,Implemented,2024-05-12
1474,269,63,CC-001474,Storage,Medium,Approved,2026-01-31
1475,226,86,CC-001475,Supplier Site,Low,Implemented,2025-11-29
1476,166,80,CC-001476,Packaging,Low,Approved,2025-05-12
1477,241,33,CC-001477,Process,Low,Implemented,2025-05-23
1478,8,99,CC-001478,Specification,Medium,Implemented,2024-08-29
1479,182,93,CC-001479,Process,Medium,Implemented,2024-11-20
1480,211,84,CC-001480,Method,High,Implemented,2025-12-02
1481,286,112,CC-001481,Supplier Site,Low,Implemented,2024-05-04
1482,263,60,CC-001482,Process,Low,Implemented,2024-04-20
1483,76,81,CC-001483,Supplier Site,Low,Approved,2024-10-02
1484,126,115,CC-001484,Specification,Low,Rejected,2025-01-15
1485,147,103,CC-001485,Method,Low,Proposed,2025-12-09
1486,266,120,CC-001486,Method,High,Implemented,2024-02-20
1487,79,1,CC-001487,Packaging,Medium,Implemented,2024-11-06
1488,189,27,CC-001488,Packaging,Low,Approved,2024-06-14
1489,81,114,CC-001489,Storage,Medium,Implemented,2024-09-16
1490,255,79,CC-001490,Specification,Low,Implemented,2025-06-26
1491,221,40,CC-001491,Supplier Site,Medium,Implemented,2026-04-27
1492,94,22,CC-001492,Process,Low,Implemented,2025-12-12
1493,138,2,CC-001493,Storage,Medium,Proposed,2025-12-06
1494,297,99,CC-001494,Specification,Medium,Implemented,2025-11-07
1495,256,111,CC-001495,Storage,High,Implemented,2024-04-13
1496,74,117,CC-001496,Method,Medium,Implemented,2024-03-02
1497,133,63,CC-001497,Supplier Site,Medium,Implemented,2024-10-30
1498,8,20,CC-001498,Storage,Medium,Implemented,2025-11-27
1499,106,28,CC-001499,Supplier Site,High,Implemented,2024-08-28
1500,20,115,CC-001500,Supplier Site,Medium,Approved,2025-11-10
1501,187,51,CC-001501,Packaging,Medium,Approved,2024-02-14
1502,5,116,CC-001502,Packaging,Low,Implemented,2024-01-15
1503,248,16,CC-001503,Process,Medium,Approved,2024-06-14
1504,190,75,CC-001504,Supplier Site,Medium,Implemented,2024-05-10
1505,290,84,CC-001505,Process,High,Approved,2025-12-23
1506,141,13,CC-001506,Process,Medium,Implemented,2025-08-09
1507,130,6,CC-001507,Process,Low,Implemented,2025-01-08
1508,244,21,CC-001508,Specification,Low,Proposed,2025-01-08
1509,239,89,CC-001509,Storage,Medium,Approved,2024-04-19
1510,132,102,CC-001510,Process,Low,Approved,2025-01-12
1511,273,7,CC-001511,Specification,Medium,Implemented,2025-08-24
1512,116,13,CC-001512,Method,Medium,Implemented,2025-04-05
1513,243,1,CC-001513,Specification,Medium,Implemented,2025-01-05
1514,155,63,CC-001514,Specification,Medium,Implemented,2024-08-06
1515,140,117,CC-001515,Method,Low,Implemented,2025-03-31
1516,227,50,CC-001516,Specification,High,Approved,2025-03-21
1517,199,53,CC-001517,Method,High,Approved,2025-07-04
1518,104,119,CC-001518,Supplier Site,Low,Implemented,2025-08-06
1519,29,64,CC-001519,Method,Medium,Implemented,2026-01-05
1520,1,54,CC-001520,Supplier Site,Low,Implemented,2024-03-26
1521,103,39,CC-001521,Supplier Site,Medium,Implemented,2025-06-17
1522,78,75,CC-001522,Storage,High,Proposed,2025-04-07
1523,58,53,CC-001523,Supplier Site,Low,Implemented,2024-02-29
1524,203,111,CC-001524,Supplier Site,Low,Implemented,2025-05-21
1525,288,120,CC-001525,Method,Medium,Proposed,2025-05-17
1526,229,108,CC-001526,Process,Medium,Proposed,2026-04-15
1527,243,53,CC-001527,Process,Low,Proposed,2026-03-08
1528,4,115,CC-001528,Process,Low,Implemented,2026-03-07
1529,275,22,CC-001529,Storage,Medium,Implemented,2024-01-23
1530,223,80,CC-001530,Method,Low,Rejected,2024-08-24
1531,288,53,CC-001531,Packaging,Medium,Implemented,2025-07-06
1532,280,46,CC-001532,Process,Low,Implemented,2025-03-26
1533,242,72,CC-001533,Supplier Site,Low,Rejected,2024-05-04
1534,139,14,CC-001534,Packaging,Medium,Proposed,2025-03-23
1535,3,105,CC-001535,Packaging,Medium,Proposed,2025-05-22
1536,279,58,CC-001536,Specification,Low,Implemented,2024-04-17
1537,39,33,CC-001537,Storage,High,Approved,2025-11-04
1538,299,40,CC-001538,Supplier Site,Medium,Implemented,2024-08-04
1539,211,2,CC-001539,Packaging,High,Implemented,2026-02-01
1540,145,18,CC-001540,Process,High,Implemented,2024-04-07
1541,71,109,CC-001541,Packaging,High,Implemented,2024-01-01
1542,98,50,CC-001542,Storage,Low,Approved,2025-01-30
1543,269,15,CC-001543,Packaging,Medium,Implemented,2026-04-10
1544,172,96,CC-001544,Process,Medium,Implemented,2024-04-17
1545,283,65,CC-001545,Packaging,High,Implemented,2026-02-26
1546,191,90,CC-001546,Supplier Site,Medium,Proposed,2024-08-25
1547,240,27,CC-001547,Process,Low,Implemented,2025-05-12
1548,149,2,CC-001548,Supplier Site,Medium,Implemented,2026-02-16
1549,98,94,CC-001549,Packaging,Low,Approved,2025-07-23
1550,110,91,CC-001550,Supplier Site,Low,Implemented,2025-09-17
1551,33,82,CC-001551,Process,Low,Implemented,2025-07-14
1552,15,93,CC-001552,Storage,Medium,Implemented,2025-08-20
1553,46,79,CC-001553,Storage,Low,Implemented,2024-02-17
1554,73,4,CC-001554,Supplier Site,Medium,Implemented,2024-05-07
1555,216,88,CC-001555,Storage,Medium,Proposed,2025-08-09
1556,26,95,CC-001556,Packaging,Low,Approved,2024-09-25
1557,222,63,CC-001557,Method,Medium,Implemented,2024-05-04
1558,44,30,CC-001558,Packaging,Medium,Implemented,2024-08-06
1559,71,100,CC-001559,Packaging,Low,Implemented,2026-03-07
1560,138,92,CC-001560,Method,High,Implemented,2024-02-23
1561,238,40,CC-001561,Specification,Low,Implemented,2026-03-15
1562,88,70,CC-001562,Supplier Site,Medium,Implemented,2025-09-02
1563,276,21,CC-001563,Method,Low,Proposed,2024-10-04
1564,126,27,CC-001564,Process,Medium,Implemented,2026-01-05
1565,250,93,CC-001565,Method,Low,Approved,2025-01-18
1566,259,87,CC-001566,Supplier Site,Medium,Implemented,2024-01-27
1567,197,109,CC-001567,Packaging,Low,Proposed,2024-12-13
1568,26,93,CC-001568,Specification,High,Approved,2025-08-21
1569,261,29,CC-001569,Process,Medium,Implemented,2024-06-19
1570,131,52,CC-001570,Specification,Low,Implemented,2025-07-18
1571,199,36,CC-001571,Method,Low,Approved,2025-03-13
1572,155,18,CC-001572,Packaging,Low,Approved,2024-11-27
1573,207,65,CC-001573,Storage,High,Implemented,2024-05-22
1574,143,117,CC-001574,Supplier Site,High,Implemented,2025-11-29
1575,141,9,CC-001575,Storage,Medium,Approved,2025-03-19
1576,54,117,CC-001576,Method,High,Implemented,2025-07-21
1577,95,59,CC-001577,Packaging,Medium,Approved,2026-03-23
1578,139,67,CC-001578,Process,Medium,Approved,2025-12-29
1579,288,7,CC-001579,Process,Medium,Implemented,2025-03-04
1580,39,18,CC-001580,Storage,Low,Implemented,2024-10-02
1581,13,33,CC-001581,Specification,Medium,Rejected,2025-08-10
1582,32,28,CC-001582,Storage,Low,Approved,2024-08-15
1583,157,34,CC-001583,Packaging,Low,Implemented,2024-06-13
1584,286,96,CC-001584,Supplier Site,High,Proposed,2024-03-05
1585,48,3,CC-001585,Storage,Low,Approved,2026-02-26
1586,183,5,CC-001586,Process,Low,Implemented,2025-02-11
1587,71,55,CC-001587,Supplier Site,Medium,Implemented,2025-03-22
1588,79,60,CC-001588,Method,Medium,Rejected,2025-08-20
1589,151,104,CC-001589,Supplier Site,High,Implemented,2024-04-28
1590,44,31,CC-001590,Packaging,High,Rejected,2024-03-24
1591,135,95,CC-001591,Method,Medium,Rejected,2025-03-18
1592,252,40,CC-001592,Storage,Low,Implemented,2026-03-17
1593,36,108,CC-001593,Method,Low,Implemented,2025-07-10
1594,295,82,CC-001594,Supplier Site,Medium,Implemented,2024-01-11
1595,164,21,CC-001595,Method,Low,Implemented,2025-03-03
1596,213,53,CC-001596,Storage,Low,Implemented,2024-01-04
1597,214,113,CC-001597,Storage,Low,Implemented,2025-05-28
1598,231,75,CC-001598,Storage,Medium,Approved,2024-02-04
1599,48,108,CC-001599,Process,Low,Implemented,2024-04-05
1600,178,42,CC-001600,Specification,Medium,Implemented,2025-07-04
1601,78,90,CC-001601,Process,Medium,Implemented,2024-12-27
1602,236,20,CC-001602,Method,Low,Proposed,2025-03-15
1603,68,40,CC-001603,Packaging,High,Implemented,2024-03-14
1604,27,105,CC-001604,Packaging,Low,Implemented,2024-11-16
1605,159,89,CC-001605,Supplier Site,Low,Proposed,2025-06-26
1606,165,61,CC-001606,Process,High,Approved,2024-02-26
1607,108,106,CC-001607,Specification,Low,Implemented,2024-05-09
1608,119,83,CC-001608,Storage,High,Proposed,2024-01-23
1609,259,22,CC-001609,Packaging,Low,Implemented,2025-06-02
1610,184,105,CC-001610,Packaging,Low,Implemented,2024-01-04
1611,167,83,CC-001611,Specification,High,Proposed,2024-06-10
1612,145,112,CC-001612,Supplier Site,Medium,Approved,2024-01-29
1613,231,65,CC-001613,Supplier Site,Medium,Implemented,2025-12-10
1614,257,4,CC-001614,Specification,Low,Proposed,2024-03-22
1615,78,24,CC-001615,Packaging,Low,Approved,2025-07-02
1616,105,107,CC-001616,Process,Low,Approved,2025-06-21
1617,202,101,CC-001617,Specification,Medium,Approved,2024-06-22
1618,296,67,CC-001618,Storage,Low,Approved,2025-09-19
1619,207,22,CC-001619,Specification,Medium,Approved,2026-02-27
1620,202,23,CC-001620,Supplier Site,Low,Approved,2026-04-19
1621,87,5,CC-001621,Method,Medium,Implemented,2025-02-01
1622,95,69,CC-001622,Specification,Medium,Approved,2025-06-02
1623,141,80,CC-001623,Storage,High,Proposed,2025-10-19
1624,232,48,CC-001624,Specification,Medium,Implemented,2024-01-12
1625,131,11,CC-001625,Packaging,Medium,Approved,2024-06-10
1626,148,119,CC-001626,Method,High,Implemented,2026-03-26
1627,165,72,CC-001627,Specification,Medium,Implemented,2026-01-05
1628,131,81,CC-001628,Supplier Site,Medium,Approved,2025-10-29
1629,227,10,CC-001629,Storage,Medium,Proposed,2025-10-07
1630,260,18,CC-001630,Packaging,Medium,Implemented,2026-04-27
1631,162,4,CC-001631,Packaging,Low,Implemented,2024-10-15
1632,276,70,CC-001632,Method,Low,Implemented,2024-01-08
1633,156,70,CC-001633,Packaging,Medium,Implemented,2026-02-09
1634,34,20,CC-001634,Specification,High,Proposed,2024-07-30
1635,294,86,CC-001635,Storage,Low,Implemented,2025-05-27
1636,23,108,CC-001636,Specification,Medium,Implemented,2024-02-16
1637,240,96,CC-001637,Specification,Medium,Implemented,2025-04-11
1638,104,81,CC-001638,Process,Medium,Implemented,2025-12-17
1639,240,13,CC-001639,Specification,Low,Rejected,2025-11-27
1640,200,82,CC-001640,Supplier Site,Low,Implemented,2024-12-07
1641,7,69,CC-001641,Method,Medium,Implemented,2025-02-20
1642,83,33,CC-001642,Process,Low,Implemented,2024-11-11
1643,35,34,CC-001643,Packaging,High,Implemented,2024-10-03
1644,67,19,CC-001644,Packaging,Medium,Proposed,2024-11-12
1645,262,82,CC-001645,Supplier Site,Low,Implemented,2024-05-30
1646,247,26,CC-001646,Storage,Medium,Rejected,2025-06-09
1647,73,73,CC-001647,Storage,Medium,Approved,2025-04-16
1648,212,78,CC-001648,Specification,Medium,Implemented,2024-11-13
1649,292,62,CC-001649,Supplier Site,Medium,Proposed,2025-05-31
1650,34,23,CC-001650,Storage,Low,Approved,2025-02-04
1651,181,115,CC-001651,Packaging,High,Implemented,2024-12-07
1652,58,6,CC-001652,Storage,High,Implemented,2024-10-14
1653,5,113,CC-001653,Supplier Site,High,Implemented,2024-05-28
1654,199,69,CC-001654,Storage,Medium,Approved,2024-06-30
1655,166,105,CC-001655,Process,Medium,Rejected,2025-07-30
1656,21,61,CC-001656,Method,Low,Proposed,2025-09-05
1657,70,108,CC-001657,Packaging,Medium,Proposed,2025-11-30
1658,207,71,CC-001658,Method,Low,Implemented,2026-01-11
1659,201,82,CC-001659,Supplier Site,Medium,Proposed,2024-12-19
1660,246,106,CC-001660,Supplier Site,Medium,Implemented,2025-11-08
1661,188,8,CC-001661,Process,Medium,Approved,2024-01-26
1662,269,96,CC-001662,Supplier Site,Low,Implemented,2024-01-19
1663,101,40,CC-001663,Packaging,High,Implemented,2024-05-01
1664,83,32,CC-001664,Packaging,High,Implemented,2024-08-04
1665,188,55,CC-001665,Packaging,Medium,Implemented,2026-03-30
1666,197,98,CC-001666,Process,Medium,Implemented,2026-04-20
1667,84,13,CC-001667,Supplier Site,Medium,Implemented,2025-06-09
1668,198,69,CC-001668,Process,Medium,Proposed,2024-09-09
1669,115,46,CC-001669,Supplier Site,Low,Implemented,2025-09-24
1670,32,89,CC-001670,Process,Low,Implemented,2024-06-11
1671,133,120,CC-001671,Method,Low,Approved,2025-05-25
1672,3,75,CC-001672,Storage,Low,Implemented,2025-11-25
1673,282,115,CC-001673,Packaging,Medium,Approved,2024-01-01
1674,170,94,CC-001674,Process,Medium,Implemented,2025-03-26
1675,270,38,CC-001675,Storage,Medium,Implemented,2025-06-23
1676,131,106,CC-001676,Method,Low,Implemented,2024-01-23
1677,66,76,CC-001677,Storage,High,Proposed,2026-04-09
1678,298,19,CC-001678,Specification,Medium,Implemented,2024-07-24
1679,73,102,CC-001679,Process,Low,Implemented,2025-11-10
1680,102,5,CC-001680,Method,High,Implemented,2024-05-16
1681,288,35,CC-001681,Packaging,Low,Approved,2025-08-30
1682,224,76,CC-001682,Method,Low,Implemented,2025-12-13
1683,49,71,CC-001683,Packaging,Low,Rejected,2024-10-23
1684,264,14,CC-001684,Supplier Site,Low,Implemented,2025-02-28
1685,208,45,CC-001685,Storage,Medium,Rejected,2026-01-03
1686,240,5,CC-001686,Supplier Site,Low,Rejected,2024-06-15
1687,297,84,CC-001687,Storage,Low,Implemented,2025-08-27
1688,190,115,CC-001688,Specification,Medium,Proposed,2024-04-22
1689,9,6,CC-001689,Packaging,Low,Implemented,2024-09-27
1690,219,2,CC-001690,Packaging,High,Approved,2025-03-10
1691,54,44,CC-001691,Method,Low,Proposed,2026-01-18
1692,116,86,CC-001692,Packaging,Medium,Rejected,2024-07-11
1693,262,68,CC-001693,Specification,Medium,Approved,2025-11-09
1694,11,6,CC-001694,Method,High,Implemented,2025-11-19
1695,118,37,CC-001695,Specification,Medium,Proposed,2024-12-05
1696,35,97,CC-001696,Storage,Medium,Implemented,2025-05-26
1697,178,30,CC-001697,Method,Low,Implemented,2024-05-20
1698,59,41,CC-001698,Process,Low,Rejected,2024-11-08
1699,221,26,CC-001699,Process,Medium,Implemented,2026-03-09
1700,228,38,CC-001700,Packaging,Low,Proposed,2026-02-22
1701,110,72,CC-001701,Packaging,Low,Implemented,2025-01-16
1702,49,12,CC-001702,Method,Medium,Proposed,2024-12-20
1703,19,1,CC-001703,Specification,Low,Approved,2026-01-06
1704,21,7,CC-001704,Specification,Medium,Proposed,2025-11-07
1705,23,27,CC-001705,Supplier Site,Low,Implemented,2024-04-28
1706,172,73,CC-001706,Method,High,Implemented,2025-09-01
1707,17,37,CC-001707,Specification,Medium,Implemented,2024-08-27
1708,98,74,CC-001708,Supplier Site,High,Implemented,2025-10-14
1709,59,90,CC-001709,Process,Low,Proposed,2024-09-05
1710,287,119,CC-001710,Storage,High,Implemented,2024-05-29
1711,226,37,CC-001711,Packaging,Low,Rejected,2025-08-27
1712,55,90,CC-001712,Storage,Medium,Rejected,2025-02-28
1713,192,93,CC-001713,Storage,Low,Approved,2026-03-12
1714,132,116,CC-001714,Method,Medium,Approved,2024-02-27
1715,12,23,CC-001715,Storage,Medium,Proposed,2024-05-15
1716,44,48,CC-001716,Process,High,Implemented,2024-02-17
1717,23,8,CC-001717,Packaging,Medium,Approved,2024-01-28
1718,140,64,CC-001718,Method,Medium,Approved,2024-08-09
1719,81,26,CC-001719,Storage,Medium,Implemented,2024-11-26
1720,89,16,CC-001720,Packaging,Low,Implemented,2024-10-20
1721,89,95,CC-001721,Packaging,High,Implemented,2025-02-08
1722,189,41,CC-001722,Method,Low,Implemented,2024-05-14
1723,277,11,CC-001723,Packaging,High,Proposed,2024-12-15
1724,200,93,CC-001724,Supplier Site,Low,Implemented,2025-07-21
1725,19,81,CC-001725,Specification,Low,Approved,2026-04-06
1726,68,28,CC-001726,Storage,Medium,Implemented,2026-01-10
1727,111,88,CC-001727,Method,Low,Implemented,2026-03-21
1728,14,56,CC-001728,Supplier Site,High,Approved,2024-11-05
1729,81,29,CC-001729,Method,Low,Proposed,2026-04-27
1730,223,94,CC-001730,Packaging,Low,Proposed,2025-11-20
1731,48,37,CC-001731,Packaging,Low,Implemented,2026-01-14
1732,105,62,CC-001732,Process,Medium,Implemented,2024-08-04
1733,121,119,CC-001733,Supplier Site,Low,Proposed,2025-06-10
1734,269,75,CC-001734,Specification,Medium,Implemented,2025-03-26
1735,169,67,CC-001735,Packaging,Medium,Implemented,2024-08-11
1736,125,52,CC-001736,Packaging,High,Approved,2026-03-07
1737,249,19,CC-001737,Packaging,High,Proposed,2024-10-07
1738,166,106,CC-001738,Specification,Medium,Implemented,2024-08-06
1739,210,43,CC-001739,Supplier Site,Low,Implemented,2024-10-12
1740,149,38,CC-001740,Packaging,Medium,Implemented,2025-02-03
1741,215,39,CC-001741,Process,High,Implemented,2024-11-08
1742,209,98,CC-001742,Specification,Low,Implemented,2025-02-09
1743,64,42,CC-001743,Method,Medium,Approved,2024-04-26
1744,284,108,CC-001744,Supplier Site,Low,Proposed,2025-12-02
1745,16,6,CC-001745,Supplier Site,Medium,Implemented,2024-08-16
1746,74,72,CC-001746,Method,Medium,Implemented,2024-12-16
1747,172,60,CC-001747,Supplier Site,Low,Implemented,2025-08-09
1748,65,9,CC-001748,Method,Low,Implemented,2025-11-22
1749,297,72,CC-001749,Packaging,Medium,Implemented,2025-03-06
1750,98,77,CC-001750,Packaging,Medium,Implemented,2024-01-03
