investigation_id,test_id,investigation_number,opened_date,severity,root_cause,status,eqms_record_id,closed_date
9527,62697,INV-0009527,2026-02-22,Major,Supplier,Closed,EQMS-6569331,2026-04-11
9528,28396,INV-0009528,2024-01-04,Major,Unknown,Closed,EQMS-8895077,2024-01-22
9529,11408,INV-0009529,2025-06-26,Major,Unknown,Closed,EQMS-1033282,2025-09-06
9530,41758,INV-0009530,2024-09-29,Minor,Analytical Method,Closed,EQMS-8283897,2024-12-12
9531,24247,INV-0009531,2024-08-17,Minor,Unknown,In Progress,EQMS-5736469,
9532,23552,INV-0009532,2025-06-12,Major,Specification,Open,EQMS-2853042,
9533,68158,INV-0009533,2025-12-03,Minor,Specification,In Progress,EQMS-7924884,
9534,83931,INV-0009534,2024-11-13,Major,Supplier,Open,EQMS-7330344,
9535,23368,INV-0009535,2025-05-13,Minor,Analytical Method,In Progress,EQMS-1958933,
9536,119635,INV-0009536,2024-05-06,Minor,Supplier,Closed,EQMS-5604916,2024-05-31
9537,91825,INV-0009537,2024-03-21,Minor,Operator,Closed,EQMS-2564384,2024-05-25
9538,107990,INV-0009538,2024-05-05,Major,Supplier,Closed,EQMS-2108467,2024-07-07
9539,71104,INV-0009539,2025-12-21,Minor,Specification,Closed,EQMS-0485295,2026-02-21
9540,68274,INV-0009540,2024-02-22,Minor,Sample Handling,Closed,EQMS-6450227,2024-04-15
9541,8072,INV-0009541,2025-10-01,Minor,Operator,Closed,EQMS-3508973,2025-10-15
9542,98787,INV-0009542,2025-03-15,Major,Analytical Method,Closed,EQMS-8806435,2025-04-02
9543,12131,INV-0009543,2024-04-22,Minor,Operator,Closed,EQMS-3001975,2024-05-20
9544,14585,INV-0009544,2025-11-30,Major,Supplier,Closed,EQMS-8357323,2025-12-24
9545,22683,INV-0009545,2025-10-08,Major,Sample Handling,Closed,EQMS-1553147,2025-11-04
9546,9110,INV-0009546,2025-06-08,Minor,Equipment,Closed,EQMS-1171232,2025-09-01
9547,28865,INV-0009547,2025-03-29,Major,Analytical Method,Closed,EQMS-9833169,2025-04-22
9548,106843,INV-0009548,2025-01-12,Minor,Specification,Closed,EQMS-3547650,2025-02-26
9549,99987,INV-0009549,2025-06-07,Major,Unknown,Closed,EQMS-9540173,2025-09-02
9550,2036,INV-0009550,2025-06-07,Minor,Operator,Open,EQMS-4811900,
9551,39514,INV-0009551,2024-05-06,Major,Sample Handling,Closed,EQMS-1248880,2024-06-05
9552,89312,INV-0009552,2025-06-06,Minor,Analytical Method,Closed,EQMS-1974414,2025-06-14
9553,8131,INV-0009553,2025-10-24,Minor,Specification,In Progress,EQMS-1845057,
9554,75738,INV-0009554,2026-02-22,Major,Supplier,In Progress,EQMS-2383667,
9555,9433,INV-0009555,2024-08-27,Major,Analytical Method,Closed,EQMS-6840192,2024-10-09
9556,44810,INV-0009556,2024-12-21,Major,Supplier,Open,EQMS-4764300,
9557,18220,INV-0009557,2025-02-28,Major,Specification,Closed,EQMS-2755281,2025-03-10
9558,46986,INV-0009558,2025-12-18,Major,Unknown,In Progress,EQMS-7242950,
9559,4876,INV-0009559,2025-12-19,Minor,Sample Handling,Closed,EQMS-2335549,2026-02-16
9560,49371,INV-0009560,2024-11-26,Minor,Equipment,Closed,EQMS-2125960,2024-12-10
9561,52994,INV-0009561,2024-06-24,Major,Equipment,In Progress,EQMS-4427036,
9562,57221,INV-0009562,2024-06-19,Minor,Equipment,In Progress,EQMS-4147361,
9563,87054,INV-0009563,2024-01-08,Major,Unknown,Closed,EQMS-7948992,2024-02-04
9564,96996,INV-0009564,2025-07-03,Minor,Sample Handling,Closed,EQMS-4771221,2025-09-14
9565,75026,INV-0009565,2024-10-28,Minor,Equipment,Closed,EQMS-7375466,2025-01-24
9566,83659,INV-0009566,2024-09-17,Major,Unknown,In Progress,EQMS-1078454,
9567,79373,INV-0009567,2024-02-06,Critical,Specification,Closed,EQMS-2804949,2024-04-15
9568,44412,INV-0009568,2024-12-03,Minor,Unknown,Open,EQMS-0376881,
9569,8109,INV-0009569,2024-11-05,Major,Unknown,Closed,EQMS-5754716,2024-12-20
9570,20958,INV-0009570,2024-10-04,Major,Supplier,Closed,EQMS-3651524,2024-10-31
9571,100674,INV-0009571,2025-11-02,Major,Equipment,Closed,EQMS-7948601,2026-01-24
9572,119230,INV-0009572,2025-09-27,Major,Analytical Method,In Progress,EQMS-4543924,
9573,99129,INV-0009573,2025-02-11,Major,Supplier,Closed,EQMS-2864157,2025-05-11
9574,102246,INV-0009574,2024-06-20,Major,Equipment,Closed,EQMS-8733531,2024-07-06
9575,66348,INV-0009575,2025-08-30,Major,Specification,In Progress,EQMS-6634059,
9576,24067,INV-0009576,2025-12-03,Critical,Analytical Method,Closed,EQMS-8691081,2026-02-21
9577,57709,INV-0009577,2024-06-26,Minor,Equipment,Closed,EQMS-5847939,2024-07-23
9578,10058,INV-0009578,2024-07-10,Critical,Sample Handling,Closed,EQMS-1281272,2024-08-30
9579,67680,INV-0009579,2025-04-09,Minor,Specification,In Progress,EQMS-1837304,
9580,110434,INV-0009580,2025-06-23,Major,Equipment,Closed,EQMS-2314827,2025-08-26
9581,36422,INV-0009581,2024-09-25,Major,Analytical Method,Open,EQMS-0793052,
9582,96753,INV-0009582,2025-09-12,Minor,Analytical Method,Closed,EQMS-5810680,2025-12-07
9583,6486,INV-0009583,2025-11-12,Major,Unknown,Closed,EQMS-5940113,2026-01-30
9584,85961,INV-0009584,2025-04-03,Minor,Equipment,Closed,EQMS-6510791,2025-05-30
9585,37358,INV-0009585,2024-10-02,Major,Sample Handling,Closed,EQMS-9027498,2024-12-02
9586,20268,INV-0009586,2024-08-21,Major,Specification,Closed,EQMS-3624210,2024-11-15
9587,20581,INV-0009587,2026-02-11,Major,Sample Handling,Closed,EQMS-1646024,2026-04-13
9588,14279,INV-0009588,2025-02-01,Major,Supplier,Closed,EQMS-9891476,2025-02-28
9589,20232,INV-0009589,2026-02-12,Minor,Sample Handling,Closed,EQMS-8896708,2026-02-17
9590,100396,INV-0009590,2025-04-03,Major,Supplier,Closed,EQMS-4666069,2025-04-15
9591,94473,INV-0009591,2024-07-13,Major,Equipment,Closed,EQMS-7243567,2024-08-26
9592,26597,INV-0009592,2026-01-07,Minor,Operator,Closed,EQMS-1479526,2026-01-29
9593,2191,INV-0009593,2024-02-27,Major,Operator,Closed,EQMS-3147278,2024-03-05
9594,29594,INV-0009594,2025-08-29,Minor,Specification,Closed,EQMS-6143030,2025-10-09
9595,80391,INV-0009595,2024-11-19,Minor,Equipment,Closed,EQMS-4739169,2025-02-11
9596,26835,INV-0009596,2024-07-27,Minor,Unknown,Closed,EQMS-3819019,2024-08-02
9597,44150,INV-0009597,2025-06-02,Minor,Specification,Closed,EQMS-5401959,2025-08-08
9598,59551,INV-0009598,2025-08-12,Minor,Equipment,Closed,EQMS-9751871,2025-09-17
9599,34046,INV-0009599,2025-08-24,Minor,Sample Handling,Closed,EQMS-5721533,2025-11-01
9600,90335,INV-0009600,2025-07-31,Major,Specification,Closed,EQMS-3548427,2025-08-17
9601,4265,INV-0009601,2024-01-02,Minor,Specification,Closed,EQMS-5053150,2024-01-22
9602,21053,INV-0009602,2025-05-26,Minor,Supplier,Closed,EQMS-0211447,2025-06-24
9603,91870,INV-0009603,2024-03-15,Minor,Operator,Open,EQMS-3073205,
9604,2314,INV-0009604,2025-01-03,Critical,Operator,Closed,EQMS-4385706,2025-02-09
9605,2391,INV-0009605,2024-06-06,Minor,Unknown,Closed,EQMS-6707769,2024-08-25
9606,21866,INV-0009606,2024-10-23,Minor,Equipment,Closed,EQMS-5609980,2025-01-18
9607,87692,INV-0009607,2024-05-11,Minor,Operator,Closed,EQMS-1985572,2024-06-13
9608,44629,INV-0009608,2024-10-30,Minor,Equipment,In Progress,EQMS-1767535,
9609,71456,INV-0009609,2024-12-30,Minor,Sample Handling,Closed,EQMS-3964296,2025-02-21
9610,89258,INV-0009610,2025-04-07,Minor,Analytical Method,Closed,EQMS-9403236,2025-05-15
9611,25202,INV-0009611,2025-04-05,Major,Specification,Closed,EQMS-3216771,2025-05-19
9612,2299,INV-0009612,2025-01-13,Minor,Specification,In Progress,EQMS-5971028,
9613,53702,INV-0009613,2024-11-06,Minor,Equipment,Closed,EQMS-7123410,2024-11-25
9614,112683,INV-0009614,2025-05-02,Major,Supplier,Closed,EQMS-5021497,2025-07-30
9615,43839,INV-0009615,2025-05-25,Minor,Unknown,Closed,EQMS-5326101,2025-07-04
9616,39416,INV-0009616,2024-09-29,Major,Sample Handling,Closed,EQMS-5469326,2024-12-26
9617,53230,INV-0009617,2024-03-26,Major,Supplier,Closed,EQMS-4098682,2024-04-21
9618,13082,INV-0009618,2025-07-24,Minor,Specification,Closed,EQMS-4211228,2025-08-24
9619,31309,INV-0009619,2024-10-27,Critical,Sample Handling,Closed,EQMS-7009041,2024-11-26
9620,54973,INV-0009620,2024-05-02,Minor,Sample Handling,Closed,EQMS-9937587,2024-06-27
9621,85543,INV-0009621,2025-10-26,Major,Operator,Closed,EQMS-3586216,2025-11-27
9622,58030,INV-0009622,2024-04-16,Minor,Sample Handling,Closed,EQMS-6493409,2024-06-09
9623,111668,INV-0009623,2024-10-09,Minor,Operator,Closed,EQMS-1352260,2024-12-18
9624,90386,INV-0009624,2024-01-22,Minor,Sample Handling,Open,EQMS-0468177,
9625,94018,INV-0009625,2025-10-07,Minor,Unknown,Closed,EQMS-4673794,2026-01-03
9626,54502,INV-0009626,2025-07-21,Major,Operator,Closed,EQMS-5459652,2025-07-30
9627,109733,INV-0009627,2024-07-08,Major,Analytical Method,Closed,EQMS-1215935,2024-09-25
9628,116259,INV-0009628,2026-03-02,Minor,Unknown,Closed,EQMS-8400736,2026-04-25
9629,111021,INV-0009629,2025-11-07,Minor,Unknown,Closed,EQMS-6175203,2025-11-27
9630,61946,INV-0009630,2024-05-01,Major,Unknown,In Progress,EQMS-5961120,
9631,28882,INV-0009631,2026-01-06,Minor,Analytical Method,Closed,EQMS-8724155,2026-02-13
9632,47352,INV-0009632,2026-03-15,Major,Operator,Closed,EQMS-1554727,2026-05-04
9633,88822,INV-0009633,2024-02-04,Minor,Operator,Closed,EQMS-4476117,2024-04-25
9634,65623,INV-0009634,2024-12-11,Critical,Equipment,Closed,EQMS-7989255,2024-12-29
9635,6685,INV-0009635,2025-05-03,Major,Operator,Closed,EQMS-6664213,2025-05-10
9636,113444,INV-0009636,2024-06-08,Major,Operator,Closed,EQMS-6586576,2024-08-31
9637,94102,INV-0009637,2024-04-28,Minor,Sample Handling,Closed,EQMS-1030480,2024-06-03
9638,33086,INV-0009638,2024-07-28,Minor,Unknown,Closed,EQMS-2878991,2024-08-24
9639,91546,INV-0009639,2025-02-26,Minor,Equipment,Closed,EQMS-0455258,2025-03-04
9640,84144,INV-0009640,2024-09-22,Minor,Sample Handling,Closed,EQMS-6768017,2024-11-03
9641,77501,INV-0009641,2024-09-18,Minor,Equipment,Closed,EQMS-7368393,2024-12-02
9642,77383,INV-0009642,2025-09-03,Major,Equipment,Closed,EQMS-7166130,2025-12-01
9643,38622,INV-0009643,2025-04-19,Major,Supplier,Closed,EQMS-6336817,2025-07-15
9644,26560,INV-0009644,2024-07-25,Major,Analytical Method,Closed,EQMS-3804669,2024-09-17
9645,66158,INV-0009645,2024-02-20,Critical,Unknown,Closed,EQMS-6260550,2024-03-26
9646,97694,INV-0009646,2025-12-10,Minor,Analytical Method,Open,EQMS-2361525,
9647,42155,INV-0009647,2024-09-10,Major,Sample Handling,Closed,EQMS-5719705,2024-09-24
9648,19922,INV-0009648,2025-10-03,Minor,Sample Handling,Closed,EQMS-8271292,2025-10-27
9649,60698,INV-0009649,2024-07-04,Major,Operator,Open,EQMS-6294802,
9650,9785,INV-0009650,2025-04-30,Major,Unknown,Closed,EQMS-0624911,2025-05-29
9651,106454,INV-0009651,2024-08-13,Major,Unknown,Closed,EQMS-7950783,2024-10-11
9652,97531,INV-0009652,2024-05-28,Minor,Specification,In Progress,EQMS-2238019,
9653,98831,INV-0009653,2025-09-11,Major,Specification,Closed,EQMS-1730434,2025-10-10
9654,90789,INV-0009654,2024-09-25,Minor,Equipment,Closed,EQMS-5587101,2024-12-04
9655,110633,INV-0009655,2026-02-03,Minor,Analytical Method,Closed,EQMS-6425576,2026-02-13
9656,57499,INV-0009656,2024-08-04,Major,Specification,Closed,EQMS-6326398,2024-09-20
9657,11301,INV-0009657,2025-01-16,Critical,Unknown,Closed,EQMS-8211926,2025-03-02
9658,84870,INV-0009658,2024-09-02,Minor,Specification,Closed,EQMS-1162125,2024-10-04
9659,67946,INV-0009659,2025-10-10,Minor,Analytical Method,Closed,EQMS-5795993,2026-01-06
9660,74987,INV-0009660,2024-07-14,Minor,Operator,Closed,EQMS-6117908,2024-08-29
9661,13890,INV-0009661,2024-02-10,Minor,Supplier,Open,EQMS-4548748,
9662,116142,INV-0009662,2024-12-30,Major,Sample Handling,Closed,EQMS-7292159,2025-02-07
9663,25645,INV-0009663,2024-09-02,Minor,Unknown,Closed,EQMS-4435036,2024-11-01
9664,73904,INV-0009664,2025-11-13,Minor,Operator,Open,EQMS-6050858,
9665,81876,INV-0009665,2024-04-06,Minor,Equipment,Open,EQMS-3959252,
9666,62438,INV-0009666,2024-07-17,Major,Operator,Closed,EQMS-0749252,2024-10-12
9667,80856,INV-0009667,2024-01-04,Major,Unknown,Open,EQMS-2884053,
9668,33557,INV-0009668,2024-12-24,Critical,Sample Handling,Closed,EQMS-8727257,2025-02-22
9669,41917,INV-0009669,2025-07-28,Minor,Equipment,Closed,EQMS-7188303,2025-09-24
9670,78674,INV-0009670,2025-05-29,Major,Specification,Closed,EQMS-8300709,2025-07-01
9671,31968,INV-0009671,2025-11-12,Minor,Specification,Closed,EQMS-6117540,2025-11-19
9672,59332,INV-0009672,2024-01-15,Critical,Sample Handling,Closed,EQMS-8748359,2024-03-15
9673,67835,INV-0009673,2024-10-09,Minor,Unknown,Closed,EQMS-7768546,2024-11-23
9674,118580,INV-0009674,2024-05-11,Minor,Sample Handling,Closed,EQMS-9709184,2024-05-25
9675,88380,INV-0009675,2024-11-28,Minor,Operator,Closed,EQMS-2048303,2024-12-03
9676,10376,INV-0009676,2025-01-30,Minor,Unknown,In Progress,EQMS-2805479,
9677,115135,INV-0009677,2025-12-21,Major,Unknown,Closed,EQMS-8494897,2026-02-12
9678,5312,INV-0009678,2025-02-16,Major,Unknown,Open,EQMS-2187689,
9679,98502,INV-0009679,2024-03-02,Critical,Analytical Method,Closed,EQMS-7137047,2024-04-16
9680,57313,INV-0009680,2024-01-30,Critical,Operator,In Progress,EQMS-3832205,
9681,49058,INV-0009681,2025-02-01,Critical,Sample Handling,Closed,EQMS-9935504,2025-02-24
9682,111841,INV-0009682,2024-06-27,Minor,Equipment,Closed,EQMS-8511536,2024-08-02
9683,87527,INV-0009683,2025-01-14,Minor,Specification,In Progress,EQMS-7005807,
9684,2653,INV-0009684,2025-10-30,Critical,Analytical Method,Open,EQMS-1567118,
9685,23608,INV-0009685,2024-10-17,Major,Supplier,Closed,EQMS-6432623,2024-11-20
9686,23371,INV-0009686,2025-06-17,Major,Equipment,Closed,EQMS-3147156,2025-08-05
9687,52627,INV-0009687,2024-01-01,Major,Operator,Closed,EQMS-5486969,2024-03-11
9688,95079,INV-0009688,2024-05-07,Minor,Equipment,Closed,EQMS-5291657,2024-05-13
9689,111082,INV-0009689,2025-09-30,Minor,Specification,Closed,EQMS-9569669,2025-10-29
9690,32710,INV-0009690,2024-07-10,Minor,Sample Handling,Closed,EQMS-4581627,2024-08-16
9691,13008,INV-0009691,2025-09-25,Major,Operator,Closed,EQMS-4029200,2025-10-22
9692,26313,INV-0009692,2026-01-09,Major,Specification,In Progress,EQMS-7409341,
9693,5157,INV-0009693,2024-02-07,Minor,Unknown,Closed,EQMS-6959490,2024-03-12
9694,10778,INV-0009694,2026-01-24,Minor,Operator,In Progress,EQMS-4158781,
9695,105939,INV-0009695,2024-10-17,Minor,Sample Handling,Closed,EQMS-8263756,2024-11-15
9696,96233,INV-0009696,2024-12-07,Major,Unknown,Closed,EQMS-9615230,2024-12-12
9697,112851,INV-0009697,2025-12-10,Minor,Operator,Closed,EQMS-1145481,2026-01-14
9698,42547,INV-0009698,2024-02-08,Minor,Equipment,Closed,EQMS-6902419,2024-03-15
9699,7442,INV-0009699,2025-07-24,Major,Sample Handling,Closed,EQMS-9241304,2025-09-20
9700,99494,INV-0009700,2024-01-17,Minor,Unknown,Open,EQMS-0969761,
9701,42308,INV-0009701,2024-07-03,Major,Specification,Closed,EQMS-2532887,2024-07-30
9702,57377,INV-0009702,2025-07-17,Minor,Specification,Closed,EQMS-7254086,2025-07-28
9703,82809,INV-0009703,2024-07-26,Minor,Sample Handling,Closed,EQMS-0531966,2024-08-27
9704,27090,INV-0009704,2025-08-08,Minor,Supplier,In Progress,EQMS-6750454,
9705,28785,INV-0009705,2024-10-09,Critical,Specification,Closed,EQMS-3040937,2024-11-04
9706,26716,INV-0009706,2024-12-31,Minor,Unknown,Closed,EQMS-1744494,2025-01-10
9707,66410,INV-0009707,2024-10-06,Minor,Specification,Closed,EQMS-6340859,2024-11-02
9708,36721,INV-0009708,2025-09-27,Major,Supplier,Closed,EQMS-0608116,2025-10-11
9709,41599,INV-0009709,2025-09-16,Major,Sample Handling,In Progress,EQMS-2754968,
9710,68573,INV-0009710,2025-12-15,Major,Operator,In Progress,EQMS-7800238,
9711,64758,INV-0009711,2026-02-07,Major,Analytical Method,Closed,EQMS-8460248,2026-02-24
9712,106963,INV-0009712,2024-09-27,Major,Supplier,Open,EQMS-1254762,
9713,35045,INV-0009713,2025-02-19,Minor,Specification,Closed,EQMS-5707605,2025-05-15
9714,94389,INV-0009714,2024-09-07,Critical,Specification,In Progress,EQMS-6219374,
9715,109135,INV-0009715,2025-10-11,Major,Operator,Closed,EQMS-8043166,2025-12-29
9716,59509,INV-0009716,2024-12-08,Critical,Unknown,Closed,EQMS-1271651,2025-02-19
9717,25181,INV-0009717,2025-02-06,Minor,Specification,Closed,EQMS-7992444,2025-03-05
9718,87276,INV-0009718,2025-02-14,Major,Supplier,Closed,EQMS-2260387,2025-03-25
9719,18806,INV-0009719,2024-05-29,Minor,Supplier,Closed,EQMS-0937556,2024-08-02
9720,5662,INV-0009720,2025-08-26,Minor,Analytical Method,Open,EQMS-3967062,
9721,99994,INV-0009721,2025-10-14,Minor,Sample Handling,Closed,EQMS-0667776,2025-11-01
9722,11486,INV-0009722,2024-11-01,Major,Supplier,In Progress,EQMS-2786255,
9723,115663,INV-0009723,2025-11-26,Minor,Sample Handling,Closed,EQMS-8029076,2026-02-05
9724,31659,INV-0009724,2024-09-20,Critical,Specification,Closed,EQMS-7637229,2024-11-28
9725,51964,INV-0009725,2025-12-26,Major,Sample Handling,Closed,EQMS-3468765,2026-02-28
9726,111939,INV-0009726,2025-08-03,Minor,Specification,Closed,EQMS-9170186,2025-08-26
9727,108022,INV-0009727,2024-03-10,Minor,Specification,Closed,EQMS-1666527,2024-03-15
9728,97512,INV-0009728,2025-10-20,Major,Sample Handling,Closed,EQMS-4297262,2025-12-27
9729,14080,INV-0009729,2024-07-05,Minor,Operator,Closed,EQMS-5649432,2024-08-01
9730,41637,INV-0009730,2025-06-18,Critical,Unknown,Closed,EQMS-0530368,2025-09-05
9731,84105,INV-0009731,2025-05-19,Minor,Sample Handling,Closed,EQMS-5948232,2025-06-08
9732,28475,INV-0009732,2025-06-15,Minor,Specification,In Progress,EQMS-7833697,
9733,52472,INV-0009733,2024-07-02,Minor,Specification,Closed,EQMS-4342698,2024-07-17
9734,20583,INV-0009734,2026-03-02,Critical,Sample Handling,Open,EQMS-9772796,
9735,41555,INV-0009735,2025-10-24,Major,Equipment,Closed,EQMS-3914109,2025-12-17
9736,94940,INV-0009736,2026-02-25,Major,Equipment,Closed,EQMS-4184744,2026-04-11
9737,20984,INV-0009737,2024-08-28,Major,Analytical Method,Closed,EQMS-8897027,2024-09-08
9738,85723,INV-0009738,2025-05-11,Critical,Unknown,Closed,EQMS-0398253,2025-05-27
9739,107434,INV-0009739,2025-03-07,Minor,Supplier,Closed,EQMS-6287934,2025-03-26
9740,24191,INV-0009740,2024-10-18,Minor,Unknown,In Progress,EQMS-6261342,
9741,48883,INV-0009741,2026-01-18,Major,Sample Handling,Closed,EQMS-4566234,2026-03-25
9742,94677,INV-0009742,2024-06-09,Minor,Supplier,Open,EQMS-9618722,
9743,111320,INV-0009743,2024-04-28,Minor,Unknown,Closed,EQMS-4761129,2024-07-03
9744,72785,INV-0009744,2025-05-11,Minor,Equipment,Closed,EQMS-8640419,2025-07-08
9745,40640,INV-0009745,2024-04-03,Major,Analytical Method,Closed,EQMS-9972792,2024-05-04
9746,67402,INV-0009746,2024-01-11,Minor,Analytical Method,Closed,EQMS-0987826,2024-02-16
9747,26334,INV-0009747,2025-01-24,Minor,Analytical Method,In Progress,EQMS-9337673,
9748,87154,INV-0009748,2024-06-24,Major,Sample Handling,Closed,EQMS-8352135,2024-07-19
9749,22576,INV-0009749,2025-03-07,Minor,Equipment,Closed,EQMS-7090211,2025-04-04
9750,63568,INV-0009750,2025-01-29,Minor,Operator,Closed,EQMS-7893219,2025-03-29
9751,59032,INV-0009751,2024-11-15,Minor,Supplier,Closed,EQMS-7111387,2024-12-24
9752,44289,INV-0009752,2024-05-05,Major,Equipment,Closed,EQMS-6746179,2024-07-29
9753,1285,INV-0009753,2025-06-30,Major,Equipment,Closed,EQMS-3876335,2025-09-16
9754,30138,INV-0009754,2024-07-09,Critical,Analytical Method,Closed,EQMS-9855539,2024-09-08
9755,47798,INV-0009755,2024-04-04,Critical,Specification,Closed,EQMS-0279678,2024-04-16
9756,119463,INV-0009756,2025-08-12,Minor,Equipment,Closed,EQMS-2203142,2025-09-20
9757,118831,INV-0009757,2026-01-30,Major,Operator,Open,EQMS-2820700,
9758,75523,INV-0009758,2026-01-15,Minor,Analytical Method,Closed,EQMS-0402701,2026-02-19
9759,98695,INV-0009759,2024-06-28,Minor,Equipment,Closed,EQMS-9980489,2024-08-03
9760,39965,INV-0009760,2025-08-12,Major,Analytical Method,Closed,EQMS-0741917,2025-11-07
9761,61352,INV-0009761,2024-12-15,Major,Unknown,Closed,EQMS-4200420,2024-12-28
9762,6572,INV-0009762,2024-05-15,Major,Supplier,Closed,EQMS-5777950,2024-07-01
9763,88004,INV-0009763,2025-11-28,Major,Specification,Closed,EQMS-1703885,2026-02-06
9764,47732,INV-0009764,2024-12-31,Minor,Analytical Method,Closed,EQMS-5570345,2025-03-21
9765,79474,INV-0009765,2025-12-02,Critical,Sample Handling,In Progress,EQMS-7785840,
9766,78062,INV-0009766,2024-12-03,Major,Analytical Method,Open,EQMS-1594724,
9767,116462,INV-0009767,2024-05-23,Minor,Supplier,Closed,EQMS-8944955,2024-07-10
9768,45468,INV-0009768,2025-08-13,Minor,Unknown,Open,EQMS-6602430,
9769,50050,INV-0009769,2024-11-04,Major,Sample Handling,Closed,EQMS-6004800,2024-12-01
9770,39536,INV-0009770,2025-12-28,Major,Analytical Method,Open,EQMS-6440816,
9771,50611,INV-0009771,2025-07-31,Major,Unknown,Closed,EQMS-3811838,2025-08-16
9772,55335,INV-0009772,2024-02-22,Major,Sample Handling,Closed,EQMS-4559300,2024-03-30
9773,27490,INV-0009773,2025-07-07,Minor,Specification,Closed,EQMS-0220553,2025-08-28
9774,16473,INV-0009774,2024-12-21,Minor,Analytical Method,Closed,EQMS-3389502,2025-01-13
9775,19289,INV-0009775,2025-12-07,Major,Sample Handling,In Progress,EQMS-8650645,
9776,17809,INV-0009776,2024-09-09,Minor,Supplier,Closed,EQMS-3307712,2024-11-28
9777,115231,INV-0009777,2026-01-31,Major,Operator,Closed,EQMS-3805597,2026-02-24
9778,48219,INV-0009778,2025-08-06,Minor,Unknown,Closed,EQMS-8382858,2025-09-26
9779,111376,INV-0009779,2024-09-11,Critical,Sample Handling,Closed,EQMS-1008219,2024-10-19
9780,63125,INV-0009780,2024-09-06,Major,Analytical Method,Closed,EQMS-6972575,2024-11-21
9781,31898,INV-0009781,2025-08-15,Minor,Equipment,Closed,EQMS-1771989,2025-09-15
9782,37527,INV-0009782,2024-03-01,Minor,Sample Handling,Closed,EQMS-1960861,2024-04-30
9783,44990,INV-0009783,2026-01-29,Minor,Supplier,Closed,EQMS-6735785,2026-03-04
9784,118903,INV-0009784,2024-05-27,Minor,Operator,Closed,EQMS-1576637,2024-07-27
9785,95675,INV-0009785,2024-05-05,Minor,Specification,In Progress,EQMS-0268171,
9786,112679,INV-0009786,2025-06-30,Major,Supplier,Closed,EQMS-2890744,2025-08-17
9787,102197,INV-0009787,2024-11-15,Critical,Specification,Closed,EQMS-1096265,2025-02-07
9788,43736,INV-0009788,2025-12-15,Minor,Specification,In Progress,EQMS-1785550,
9789,12915,INV-0009789,2025-08-31,Critical,Analytical Method,Closed,EQMS-1664324,2025-10-22
9790,13691,INV-0009790,2026-01-15,Major,Equipment,In Progress,EQMS-8351954,
9791,22144,INV-0009791,2025-03-30,Minor,Specification,Closed,EQMS-1555471,2025-04-06
9792,64317,INV-0009792,2025-10-23,Minor,Unknown,Closed,EQMS-9384619,2025-12-17
9793,74521,INV-0009793,2026-03-24,Major,Analytical Method,Closed,EQMS-0237369,2026-06-07
9794,109693,INV-0009794,2024-01-03,Minor,Analytical Method,Open,EQMS-5558441,
9795,14924,INV-0009795,2025-02-06,Minor,Specification,In Progress,EQMS-0547043,
9796,54596,INV-0009796,2026-02-20,Minor,Operator,In Progress,EQMS-2383917,
9797,12130,INV-0009797,2024-09-29,Minor,Specification,Closed,EQMS-2837912,2024-11-10
9798,19422,INV-0009798,2024-12-02,Major,Specification,Closed,EQMS-1671406,2025-01-27
9799,32211,INV-0009799,2025-12-06,Minor,Unknown,Closed,EQMS-5951148,2026-01-04
9800,24157,INV-0009800,2025-09-19,Major,Analytical Method,Closed,EQMS-4239871,2025-10-31
9801,75672,INV-0009801,2024-02-05,Minor,Unknown,Closed,EQMS-6092110,2024-04-20
9802,5640,INV-0009802,2025-11-14,Minor,Analytical Method,Closed,EQMS-4211738,2026-02-09
9803,29748,INV-0009803,2025-06-16,Minor,Specification,Closed,EQMS-3504465,2025-06-28
9804,4739,INV-0009804,2026-02-23,Major,Equipment,Open,EQMS-1542753,
9805,69298,INV-0009805,2024-02-04,Minor,Analytical Method,Closed,EQMS-1110760,2024-02-29
9806,116985,INV-0009806,2024-12-20,Minor,Supplier,Closed,EQMS-4505469,2025-01-24
9807,4968,INV-0009807,2025-11-07,Minor,Analytical Method,Closed,EQMS-6203960,2026-01-16
9808,30054,INV-0009808,2025-07-04,Major,Operator,Closed,EQMS-3415367,2025-09-11
9809,78100,INV-0009809,2025-07-01,Minor,Sample Handling,In Progress,EQMS-7457190,
9810,28446,INV-0009810,2024-07-27,Major,Specification,In Progress,EQMS-1469916,
9811,59565,INV-0009811,2024-05-21,Minor,Specification,Closed,EQMS-2856480,2024-07-18
9812,9446,INV-0009812,2025-06-27,Minor,Operator,Closed,EQMS-7037388,2025-09-17
9813,75467,INV-0009813,2025-09-08,Major,Unknown,In Progress,EQMS-7890995,
9814,52100,INV-0009814,2026-02-27,Major,Sample Handling,Closed,EQMS-4094144,2026-03-15
9815,61565,INV-0009815,2024-06-17,Major,Supplier,Closed,EQMS-8544385,2024-07-05
9816,34825,INV-0009816,2025-07-29,Minor,Equipment,Closed,EQMS-5446999,2025-08-26
9817,82939,INV-0009817,2025-09-24,Major,Unknown,Closed,EQMS-2847256,2025-10-24
9818,80545,INV-0009818,2026-01-11,Major,Supplier,Closed,EQMS-6387951,2026-03-27
9819,94926,INV-0009819,2025-08-19,Critical,Specification,Closed,EQMS-4720227,2025-10-15
