complaint_id,material_id,supplier_id,complaint_number,complaint_type,severity,opened_date,status
5614,62,90,CMP-005614,Appearance,Minor,2025-02-16,Closed
5615,268,19,CMP-005615,Appearance,Minor,2026-03-21,Closed
5616,293,9,CMP-005616,Performance,Minor,2024-12-04,Closed
5617,161,22,CMP-005617,Appearance,Minor,2024-11-01,Closed
5618,2,38,CMP-005618,Contamination,Major,2024-01-26,Closed
5619,212,46,CMP-005619,Performance,Major,2025-03-14,Open
5620,14,100,CMP-005620,Packaging,Major,2025-08-16,Closed
5621,146,86,CMP-005621,Documentation,Major,2026-04-23,Closed
5622,136,90,CMP-005622,Performance,Major,2024-11-16,Closed
5623,264,49,CMP-005623,Appearance,Major,2025-09-06,Closed
5624,215,94,CMP-005624,Contamination,Minor,2025-07-02,Closed
5625,189,39,CMP-005625,Packaging,Major,2025-11-27,Closed
5626,211,7,CMP-005626,Appearance,Major,2026-03-28,Open
5627,134,66,CMP-005627,Performance,Major,2025-01-06,Closed
5628,246,53,CMP-005628,Documentation,Critical,2025-04-28,Closed
5629,25,102,CMP-005629,Contamination,Major,2025-05-26,Open
5630,59,82,CMP-005630,Packaging,Major,2024-06-01,Closed
5631,51,86,CMP-005631,Packaging,Major,2025-01-31,Closed
5632,128,12,CMP-005632,Documentation,Minor,2024-01-12,Closed
5633,97,19,CMP-005633,Packaging,Major,2025-03-13,Closed
5634,158,100,CMP-005634,Appearance,Minor,2024-04-02,Closed
5635,159,55,CMP-005635,Performance,Minor,2024-05-30,Open
5636,236,62,CMP-005636,Contamination,Minor,2025-07-13,Closed
5637,294,105,CMP-005637,Documentation,Minor,2026-04-25,Closed
5638,148,69,CMP-005638,Contamination,Minor,2026-04-20,Open
5639,83,8,CMP-005639,Packaging,Minor,2025-05-05,Closed
5640,166,88,CMP-005640,Performance,Major,2024-01-12,Closed
5641,36,96,CMP-005641,Performance,Minor,2025-10-04,Closed
5642,83,30,CMP-005642,Contamination,Minor,2024-06-10,Closed
5643,255,9,CMP-005643,Documentation,Critical,2025-11-19,Closed
5644,210,5,CMP-005644,Performance,Minor,2025-03-16,Closed
5645,177,56,CMP-005645,Appearance,Major,2025-08-01,Closed
5646,194,66,CMP-005646,Documentation,Minor,2024-02-01,Closed
5647,186,88,CMP-005647,Documentation,Major,2024-04-03,Closed
5648,25,92,CMP-005648,Appearance,Major,2026-02-28,Open
5649,220,98,CMP-005649,Documentation,Critical,2024-03-15,Closed
5650,129,18,CMP-005650,Documentation,Minor,2025-08-24,Closed
5651,8,76,CMP-005651,Packaging,Minor,2026-02-14,Closed
5652,297,100,CMP-005652,Performance,Critical,2025-12-24,Closed
5653,31,36,CMP-005653,Packaging,Major,2025-09-12,Closed
5654,57,90,CMP-005654,Contamination,Minor,2024-04-26,Closed
5655,285,43,CMP-005655,Appearance,Critical,2025-07-16,Closed
5656,234,80,CMP-005656,Performance,Minor,2025-11-12,Closed
5657,207,115,CMP-005657,Documentation,Major,2025-12-31,Closed
5658,47,43,CMP-005658,Contamination,Minor,2024-04-23,Closed
5659,206,87,CMP-005659,Appearance,Major,2025-02-05,Open
5660,13,86,CMP-005660,Performance,Major,2025-06-12,Closed
5661,232,88,CMP-005661,Appearance,Major,2024-05-02,Closed
5662,223,43,CMP-005662,Performance,Major,2024-12-01,Closed
5663,71,55,CMP-005663,Performance,Minor,2024-07-31,Closed
5664,115,27,CMP-005664,Appearance,Minor,2025-10-19,Closed
5665,27,71,CMP-005665,Contamination,Minor,2025-10-20,Closed
5666,247,18,CMP-005666,Appearance,Minor,2024-10-12,Closed
5667,251,33,CMP-005667,Performance,Minor,2025-02-01,Closed
5668,125,82,CMP-005668,Performance,Minor,2024-07-04,Open
5669,88,46,CMP-005669,Appearance,Major,2026-02-18,Closed
5670,38,63,CMP-005670,Documentation,Major,2024-08-31,Closed
5671,111,46,CMP-005671,Contamination,Minor,2024-07-23,Closed
5672,40,28,CMP-005672,Contamination,Critical,2026-02-10,Closed
5673,124,85,CMP-005673,Appearance,Minor,2024-03-10,Closed
5674,71,3,CMP-005674,Documentation,Minor,2024-01-03,Closed
5675,251,75,CMP-005675,Documentation,Minor,2025-06-09,Closed
5676,228,15,CMP-005676,Appearance,Major,2025-09-01,Open
5677,207,51,CMP-005677,Appearance,Major,2025-10-27,Open
5678,60,119,CMP-005678,Contamination,Major,2024-09-26,Closed
5679,220,91,CMP-005679,Contamination,Minor,2024-09-12,Closed
5680,220,79,CMP-005680,Performance,Minor,2026-04-02,Open
5681,199,106,CMP-005681,Packaging,Critical,2024-02-29,Closed
5682,204,93,CMP-005682,Appearance,Minor,2025-02-19,Closed
5683,79,115,CMP-005683,Packaging,Minor,2024-05-30,Closed
5684,263,79,CMP-005684,Performance,Minor,2026-02-12,Closed
5685,88,84,CMP-005685,Packaging,Major,2025-01-23,Closed
5686,62,64,CMP-005686,Contamination,Minor,2025-03-30,Closed
5687,66,33,CMP-005687,Packaging,Major,2024-09-07,Open
5688,7,23,CMP-005688,Contamination,Major,2025-07-22,Closed
5689,11,94,CMP-005689,Contamination,Critical,2025-05-19,Closed
5690,1,116,CMP-005690,Appearance,Minor,2024-11-26,Closed
5691,243,118,CMP-005691,Documentation,Minor,2025-02-15,Closed
5692,227,118,CMP-005692,Performance,Major,2024-11-09,Closed
5693,97,92,CMP-005693,Contamination,Major,2024-05-08,Closed
5694,295,76,CMP-005694,Appearance,Major,2025-05-15,Closed
5695,71,89,CMP-005695,Performance,Major,2024-06-17,Closed
5696,224,11,CMP-005696,Performance,Major,2025-07-31,Closed
5697,179,107,CMP-005697,Performance,Minor,2025-10-30,Closed
5698,147,88,CMP-005698,Contamination,Minor,2024-03-12,Open
5699,229,69,CMP-005699,Performance,Critical,2026-03-22,Closed
5700,130,10,CMP-005700,Contamination,Minor,2025-02-16,Closed
5701,104,106,CMP-005701,Appearance,Minor,2024-10-09,Closed
5702,89,11,CMP-005702,Appearance,Critical,2025-10-27,Closed
5703,166,3,CMP-005703,Appearance,Minor,2025-05-02,Closed
5704,166,98,CMP-005704,Appearance,Minor,2025-03-12,Closed
5705,286,40,CMP-005705,Contamination,Major,2024-03-21,Closed
5706,294,63,CMP-005706,Appearance,Minor,2024-01-02,Closed
5707,82,68,CMP-005707,Performance,Minor,2026-04-21,Closed
5708,294,15,CMP-005708,Appearance,Minor,2024-12-18,Closed
5709,122,46,CMP-005709,Documentation,Critical,2025-02-21,Open
5710,108,69,CMP-005710,Contamination,Major,2024-09-02,Closed
5711,279,110,CMP-005711,Performance,Minor,2024-01-03,Closed
5712,53,93,CMP-005712,Contamination,Minor,2025-05-07,Closed
5713,42,14,CMP-005713,Appearance,Major,2024-11-26,Closed
5714,11,8,CMP-005714,Packaging,Minor,2025-04-23,Open
5715,59,54,CMP-005715,Appearance,Minor,2025-11-29,Open
5716,271,49,CMP-005716,Performance,Major,2024-02-01,Closed
5717,74,106,CMP-005717,Contamination,Major,2024-07-09,Open
5718,235,51,CMP-005718,Appearance,Minor,2025-11-19,Closed
5719,100,114,CMP-005719,Appearance,Minor,2026-04-06,Closed
5720,41,16,CMP-005720,Performance,Minor,2024-09-08,Closed
5721,112,73,CMP-005721,Performance,Major,2024-12-12,Closed
5722,98,66,CMP-005722,Performance,Minor,2024-06-06,Closed
5723,100,84,CMP-005723,Packaging,Major,2025-06-20,Closed
5724,162,52,CMP-005724,Contamination,Major,2024-05-29,Closed
5725,96,96,CMP-005725,Appearance,Minor,2024-05-14,Open
5726,275,114,CMP-005726,Documentation,Minor,2024-11-10,Open
5727,238,8,CMP-005727,Packaging,Major,2026-03-27,Closed
5728,271,85,CMP-005728,Appearance,Minor,2025-04-11,Open
5729,221,66,CMP-005729,Packaging,Major,2024-11-16,Closed
5730,257,74,CMP-005730,Contamination,Minor,2025-03-19,Closed
5731,285,76,CMP-005731,Performance,Major,2025-12-12,Closed
5732,65,107,CMP-005732,Contamination,Critical,2024-03-05,Closed
5733,183,29,CMP-005733,Contamination,Minor,2025-06-24,Closed
5734,266,29,CMP-005734,Documentation,Minor,2025-04-16,Closed
5735,208,120,CMP-005735,Packaging,Minor,2024-10-04,Closed
5736,105,69,CMP-005736,Performance,Minor,2024-10-30,Closed
5737,181,63,CMP-005737,Packaging,Minor,2025-05-31,Closed
5738,130,88,CMP-005738,Packaging,Minor,2026-04-25,Closed
5739,57,41,CMP-005739,Appearance,Critical,2024-01-28,Closed
5740,266,19,CMP-005740,Contamination,Minor,2024-10-08,Closed
5741,151,56,CMP-005741,Performance,Major,2025-10-12,Closed
5742,181,1,CMP-005742,Documentation,Minor,2025-03-30,Open
5743,179,116,CMP-005743,Performance,Major,2025-05-04,Open
5744,22,120,CMP-005744,Packaging,Minor,2024-09-10,Closed
5745,108,55,CMP-005745,Performance,Minor,2025-04-08,Closed
5746,152,96,CMP-005746,Documentation,Minor,2024-06-25,Open
5747,289,66,CMP-005747,Documentation,Critical,2026-01-04,Closed
5748,70,9,CMP-005748,Performance,Minor,2024-02-02,Open
5749,52,6,CMP-005749,Appearance,Minor,2026-03-03,Closed
5750,279,17,CMP-005750,Appearance,Major,2024-11-13,Closed
5751,216,83,CMP-005751,Contamination,Minor,2025-01-22,Open
5752,125,62,CMP-005752,Documentation,Critical,2024-09-30,Closed
5753,139,69,CMP-005753,Packaging,Minor,2026-01-11,Closed
5754,82,1,CMP-005754,Packaging,Major,2025-12-04,Open
5755,81,45,CMP-005755,Appearance,Major,2026-02-27,Closed
5756,142,2,CMP-005756,Appearance,Minor,2025-01-18,Closed
5757,248,102,CMP-005757,Documentation,Minor,2024-07-19,Closed
5758,169,48,CMP-005758,Packaging,Minor,2026-03-04,Closed
5759,138,27,CMP-005759,Appearance,Major,2024-09-21,Closed
5760,16,5,CMP-005760,Appearance,Minor,2025-09-09,Closed
5761,171,51,CMP-005761,Packaging,Minor,2024-09-14,Closed
5762,111,80,CMP-005762,Performance,Minor,2025-01-26,Closed
5763,223,74,CMP-005763,Documentation,Minor,2025-05-10,Closed
5764,25,58,CMP-005764,Contamination,Major,2024-10-26,Closed
5765,77,22,CMP-005765,Documentation,Minor,2026-02-20,Closed
5766,27,75,CMP-005766,Packaging,Minor,2025-09-20,Closed
5767,143,69,CMP-005767,Packaging,Minor,2024-01-23,Open
5768,59,56,CMP-005768,Contamination,Major,2025-03-27,Closed
5769,226,46,CMP-005769,Documentation,Minor,2024-08-10,Closed
5770,240,41,CMP-005770,Contamination,Major,2024-06-17,Closed
5771,245,115,CMP-005771,Performance,Minor,2026-02-06,Closed
5772,249,68,CMP-005772,Contamination,Major,2025-05-17,Closed
5773,195,70,CMP-005773,Performance,Critical,2025-06-16,Closed
5774,45,2,CMP-005774,Appearance,Minor,2026-04-11,Closed
5775,241,21,CMP-005775,Packaging,Minor,2025-07-12,Closed
5776,35,102,CMP-005776,Packaging,Critical,2024-02-01,Closed
5777,27,94,CMP-005777,Documentation,Major,2024-12-19,Closed
5778,20,83,CMP-005778,Performance,Minor,2024-05-11,Closed
5779,243,9,CMP-005779,Appearance,Critical,2024-08-01,Closed
5780,5,1,CMP-005780,Performance,Major,2025-12-02,Closed
5781,142,105,CMP-005781,Contamination,Minor,2024-11-20,Open
5782,35,34,CMP-005782,Appearance,Minor,2024-08-08,Closed
5783,47,37,CMP-005783,Performance,Critical,2025-07-17,Closed
5784,234,83,CMP-005784,Documentation,Critical,2025-09-04,Closed
5785,141,35,CMP-005785,Appearance,Minor,2024-07-20,Closed
5786,190,107,CMP-005786,Documentation,Major,2025-01-17,Closed
5787,297,80,CMP-005787,Packaging,Major,2025-05-21,Open
5788,265,20,CMP-005788,Packaging,Critical,2024-02-29,Closed
5789,70,118,CMP-005789,Documentation,Major,2024-05-17,Closed
5790,162,77,CMP-005790,Documentation,Critical,2025-07-17,Closed
5791,223,114,CMP-005791,Performance,Minor,2024-05-05,Closed
5792,157,90,CMP-005792,Appearance,Major,2024-02-06,Closed
5793,117,30,CMP-005793,Packaging,Major,2024-07-24,Open
5794,240,113,CMP-005794,Appearance,Major,2025-05-26,Open
5795,290,29,CMP-005795,Appearance,Major,2026-04-23,Closed
5796,167,75,CMP-005796,Appearance,Minor,2024-06-03,Closed
5797,276,35,CMP-005797,Contamination,Minor,2025-01-30,Closed
5798,178,68,CMP-005798,Contamination,Critical,2025-05-01,Closed
5799,27,119,CMP-005799,Appearance,Minor,2024-05-05,Closed
5800,66,36,CMP-005800,Packaging,Minor,2026-03-11,Closed
5801,165,28,CMP-005801,Packaging,Major,2025-04-11,Open
5802,218,120,CMP-005802,Packaging,Major,2024-03-10,Closed
5803,110,63,CMP-005803,Performance,Major,2024-12-22,Closed
5804,249,29,CMP-005804,Performance,Minor,2024-06-14,Closed
5805,24,8,CMP-005805,Contamination,Minor,2024-01-08,Open
5806,165,9,CMP-005806,Appearance,Minor,2024-10-19,Closed
5807,160,1,CMP-005807,Appearance,Major,2024-10-18,Closed
5808,290,4,CMP-005808,Documentation,Critical,2024-11-16,Closed
5809,297,95,CMP-005809,Documentation,Minor,2026-01-02,Closed
5810,39,77,CMP-005810,Performance,Minor,2025-07-22,Closed
5811,160,63,CMP-005811,Appearance,Minor,2026-02-04,Closed
5812,41,51,CMP-005812,Documentation,Minor,2024-07-31,Open
5813,130,75,CMP-005813,Appearance,Minor,2024-10-17,Open
5814,51,39,CMP-005814,Documentation,Minor,2025-06-28,Closed
5815,192,109,CMP-005815,Documentation,Minor,2025-06-21,Closed
5816,250,103,CMP-005816,Contamination,Minor,2025-02-06,Closed
5817,129,23,CMP-005817,Appearance,Minor,2025-09-03,Closed
5818,283,42,CMP-005818,Performance,Minor,2026-02-07,Closed
5819,147,74,CMP-005819,Contamination,Minor,2024-01-18,Closed
5820,49,45,CMP-005820,Packaging,Minor,2024-07-03,Closed
5821,228,65,CMP-005821,Performance,Minor,2026-01-09,Closed
5822,96,110,CMP-005822,Packaging,Critical,2025-12-01,Closed
5823,58,77,CMP-005823,Appearance,Major,2025-10-10,Closed
5824,9,40,CMP-005824,Documentation,Minor,2025-04-13,Open
5825,5,103,CMP-005825,Contamination,Major,2024-08-20,Open
5826,144,72,CMP-005826,Documentation,Major,2024-12-20,Open
5827,162,71,CMP-005827,Contamination,Minor,2024-05-24,Closed
5828,72,83,CMP-005828,Performance,Major,2025-12-09,Open
5829,163,95,CMP-005829,Contamination,Minor,2024-09-20,Closed
5830,172,30,CMP-005830,Packaging,Major,2024-06-17,Closed
5831,226,16,CMP-005831,Packaging,Major,2025-08-02,Closed
5832,228,113,CMP-005832,Documentation,Major,2024-06-12,Closed
5833,299,84,CMP-005833,Contamination,Critical,2024-02-25,Open
5834,123,77,CMP-005834,Packaging,Minor,2024-05-23,Closed
5835,253,106,CMP-005835,Documentation,Minor,2024-11-28,Open
5836,116,119,CMP-005836,Performance,Minor,2025-08-07,Closed
5837,185,6,CMP-005837,Performance,Minor,2025-05-06,Open
5838,47,118,CMP-005838,Appearance,Major,2024-10-28,Closed
5839,144,47,CMP-005839,Contamination,Minor,2025-10-28,Closed
5840,13,80,CMP-005840,Appearance,Major,2024-01-13,Open
5841,238,36,CMP-005841,Contamination,Major,2024-02-09,Closed
5842,234,62,CMP-005842,Appearance,Minor,2024-07-04,Closed
5843,150,112,CMP-005843,Contamination,Major,2024-02-07,Closed
5844,231,78,CMP-005844,Contamination,Major,2025-11-03,Closed
5845,73,7,CMP-005845,Contamination,Major,2024-05-12,Open
5846,72,116,CMP-005846,Appearance,Minor,2025-03-31,Closed
5847,272,55,CMP-005847,Performance,Minor,2025-08-19,Closed
5848,300,61,CMP-005848,Performance,Minor,2026-03-07,Closed
5849,219,101,CMP-005849,Contamination,Major,2025-07-20,Closed
5850,104,73,CMP-005850,Documentation,Major,2025-02-16,Closed
5851,164,76,CMP-005851,Documentation,Minor,2025-04-24,Closed
5852,30,8,CMP-005852,Contamination,Major,2025-06-24,Closed
5853,66,99,CMP-005853,Contamination,Major,2025-06-10,Closed
5854,141,109,CMP-005854,Documentation,Minor,2025-06-20,Closed
5855,292,86,CMP-005855,Documentation,Minor,2025-12-16,Closed
5856,42,119,CMP-005856,Packaging,Minor,2025-11-20,Closed
5857,214,12,CMP-005857,Appearance,Minor,2024-04-30,Closed
5858,49,99,CMP-005858,Documentation,Major,2024-08-10,Closed
5859,256,40,CMP-005859,Appearance,Major,2024-01-16,Closed
5860,217,50,CMP-005860,Packaging,Minor,2024-03-27,Closed
5861,29,108,CMP-005861,Performance,Major,2024-07-24,Closed
5862,225,5,CMP-005862,Contamination,Major,2025-04-11,Closed
5863,238,59,CMP-005863,Contamination,Minor,2025-01-14,Open
5864,73,11,CMP-005864,Contamination,Major,2025-03-04,Open
5865,272,27,CMP-005865,Packaging,Major,2025-09-03,Closed
5866,33,43,CMP-005866,Packaging,Major,2024-07-08,Closed
5867,173,40,CMP-005867,Documentation,Minor,2025-04-29,Closed
5868,278,1,CMP-005868,Performance,Major,2025-02-28,Closed
5869,65,76,CMP-005869,Appearance,Minor,2025-04-15,Open
5870,42,65,CMP-005870,Appearance,Minor,2024-07-15,Closed
5871,105,107,CMP-005871,Appearance,Critical,2024-11-09,Closed
5872,56,62,CMP-005872,Performance,Minor,2024-03-05,Closed
5873,220,67,CMP-005873,Appearance,Critical,2026-02-15,Closed
5874,233,8,CMP-005874,Packaging,Minor,2024-01-22,Open
5875,32,98,CMP-005875,Documentation,Critical,2024-05-25,Closed
5876,298,29,CMP-005876,Appearance,Minor,2025-06-06,Closed
5877,52,62,CMP-005877,Contamination,Minor,2025-12-22,Closed
5878,181,30,CMP-005878,Contamination,Minor,2024-03-19,Closed
5879,177,104,CMP-005879,Performance,Minor,2025-04-23,Closed
5880,210,45,CMP-005880,Appearance,Minor,2025-07-04,Open
5881,270,68,CMP-005881,Documentation,Minor,2024-01-28,Closed
5882,149,111,CMP-005882,Packaging,Minor,2025-12-09,Open
5883,50,38,CMP-005883,Appearance,Minor,2025-03-18,Closed
5884,114,34,CMP-005884,Appearance,Minor,2024-11-23,Open
5885,291,74,CMP-005885,Contamination,Major,2024-03-10,Closed
5886,267,99,CMP-005886,Documentation,Major,2024-01-28,Closed
5887,224,4,CMP-005887,Documentation,Minor,2024-12-26,Closed
5888,64,26,CMP-005888,Documentation,Minor,2025-04-01,Closed
5889,107,92,CMP-005889,Contamination,Critical,2025-09-03,Closed
5890,264,73,CMP-005890,Performance,Minor,2024-01-15,Open
5891,86,92,CMP-005891,Packaging,Minor,2026-03-25,Closed
5892,208,43,CMP-005892,Appearance,Minor,2025-08-05,Closed
5893,5,73,CMP-005893,Packaging,Minor,2024-04-22,Closed
5894,73,45,CMP-005894,Packaging,Minor,2025-07-19,Closed
5895,37,120,CMP-005895,Performance,Minor,2024-12-31,Closed
5896,257,14,CMP-005896,Performance,Major,2024-07-23,Open
5897,190,97,CMP-005897,Packaging,Minor,2024-04-02,Open
5898,141,45,CMP-005898,Contamination,Minor,2026-01-08,Closed
5899,293,116,CMP-005899,Contamination,Minor,2025-08-13,Closed
5900,293,28,CMP-005900,Documentation,Major,2024-04-10,Closed
5901,261,99,CMP-005901,Contamination,Minor,2025-03-13,Closed
5902,106,86,CMP-005902,Appearance,Critical,2025-02-02,Closed
5903,43,39,CMP-005903,Appearance,Major,2025-12-06,Closed
5904,178,79,CMP-005904,Performance,Minor,2024-06-23,Open
5905,289,92,CMP-005905,Packaging,Minor,2025-06-20,Closed
5906,227,18,CMP-005906,Contamination,Major,2026-04-17,Closed
5907,270,96,CMP-005907,Appearance,Critical,2026-02-11,Closed
5908,195,68,CMP-005908,Appearance,Minor,2025-01-07,Open
5909,6,75,CMP-005909,Documentation,Minor,2025-02-25,Closed
5910,271,111,CMP-005910,Appearance,Minor,2025-03-03,Open
5911,291,10,CMP-005911,Packaging,Major,2025-08-13,Closed
5912,80,37,CMP-005912,Contamination,Minor,2025-06-15,Closed
5913,164,95,CMP-005913,Documentation,Minor,2024-09-04,Open
5914,32,49,CMP-005914,Appearance,Minor,2025-08-26,Closed
5915,134,86,CMP-005915,Contamination,Major,2024-01-22,Closed
5916,73,19,CMP-005916,Performance,Critical,2024-12-30,Closed
5917,201,41,CMP-005917,Appearance,Minor,2026-01-14,Open
5918,261,34,CMP-005918,Appearance,Major,2024-03-17,Closed
5919,111,77,CMP-005919,Performance,Critical,2026-01-15,Closed
5920,191,26,CMP-005920,Contamination,Minor,2025-06-25,Closed
5921,265,2,CMP-005921,Documentation,Minor,2024-06-10,Closed
5922,83,13,CMP-005922,Performance,Major,2024-09-09,Closed
5923,239,35,CMP-005923,Contamination,Minor,2025-06-24,Closed
5924,228,14,CMP-005924,Packaging,Critical,2024-04-04,Closed
5925,53,4,CMP-005925,Appearance,Minor,2024-06-07,Closed
5926,163,94,CMP-005926,Contamination,Minor,2024-11-17,Open
5927,159,118,CMP-005927,Packaging,Minor,2025-02-06,Open
5928,283,99,CMP-005928,Documentation,Minor,2024-10-20,Closed
5929,129,91,CMP-005929,Performance,Minor,2026-01-18,Open
5930,225,82,CMP-005930,Packaging,Major,2024-06-19,Closed
5931,43,55,CMP-005931,Documentation,Major,2025-05-30,Closed
5932,242,94,CMP-005932,Packaging,Major,2025-01-27,Closed
5933,175,71,CMP-005933,Documentation,Major,2024-04-24,Closed
5934,97,54,CMP-005934,Documentation,Minor,2025-04-06,Closed
5935,108,21,CMP-005935,Documentation,Critical,2025-11-09,Closed
5936,249,53,CMP-005936,Contamination,Major,2024-09-10,Closed
5937,244,84,CMP-005937,Documentation,Minor,2024-02-02,Closed
5938,178,98,CMP-005938,Performance,Minor,2025-09-19,Closed
5939,1,44,CMP-005939,Performance,Major,2025-08-29,Closed
5940,212,45,CMP-005940,Performance,Minor,2024-03-22,Open
5941,35,60,CMP-005941,Performance,Critical,2024-10-08,Closed
5942,152,108,CMP-005942,Appearance,Major,2026-03-06,Closed
5943,33,9,CMP-005943,Documentation,Major,2024-10-02,Closed
5944,239,67,CMP-005944,Contamination,Major,2024-06-15,Closed
5945,233,104,CMP-005945,Documentation,Minor,2024-07-03,Closed
5946,59,32,CMP-005946,Performance,Minor,2026-02-26,Closed
5947,186,77,CMP-005947,Documentation,Major,2025-12-13,Closed
5948,291,84,CMP-005948,Appearance,Major,2024-03-16,Closed
5949,201,64,CMP-005949,Appearance,Major,2024-07-29,Closed
5950,63,113,CMP-005950,Performance,Minor,2024-07-28,Open
5951,21,65,CMP-005951,Documentation,Minor,2025-12-08,Closed
5952,32,17,CMP-005952,Contamination,Major,2025-11-20,Closed
5953,162,10,CMP-005953,Contamination,Critical,2026-04-15,Closed
5954,80,82,CMP-005954,Appearance,Minor,2025-03-25,Closed
5955,241,42,CMP-005955,Contamination,Minor,2025-08-02,Closed
5956,255,59,CMP-005956,Packaging,Critical,2024-11-12,Closed
5957,267,38,CMP-005957,Packaging,Major,2026-03-05,Closed
5958,180,120,CMP-005958,Contamination,Major,2025-09-22,Closed
5959,28,35,CMP-005959,Performance,Major,2025-08-03,Closed
5960,240,120,CMP-005960,Contamination,Major,2025-12-02,Closed
5961,104,81,CMP-005961,Contamination,Minor,2025-09-27,Open
5962,254,86,CMP-005962,Contamination,Major,2024-09-10,Closed
5963,288,66,CMP-005963,Contamination,Critical,2026-01-22,Open
5964,260,116,CMP-005964,Contamination,Minor,2026-03-17,Closed
5965,276,40,CMP-005965,Performance,Minor,2026-02-15,Closed
5966,264,102,CMP-005966,Contamination,Minor,2024-01-17,Closed
5967,282,64,CMP-005967,Documentation,Major,2025-07-28,Closed
5968,98,27,CMP-005968,Documentation,Minor,2024-01-20,Closed
5969,26,51,CMP-005969,Contamination,Minor,2025-04-22,Closed
5970,250,3,CMP-005970,Packaging,Major,2025-09-19,Closed
5971,254,25,CMP-005971,Documentation,Minor,2024-12-01,Closed
5972,208,81,CMP-005972,Contamination,Minor,2024-06-08,Open
5973,256,52,CMP-005973,Contamination,Major,2025-07-22,Closed
5974,244,70,CMP-005974,Performance,Major,2025-06-09,Open
5975,168,88,CMP-005975,Performance,Minor,2024-10-13,Closed
5976,17,65,CMP-005976,Documentation,Critical,2024-07-28,Closed
5977,94,109,CMP-005977,Contamination,Minor,2026-03-12,Closed
5978,234,72,CMP-005978,Contamination,Major,2025-05-01,Closed
5979,148,96,CMP-005979,Performance,Minor,2024-04-18,Closed
5980,233,67,CMP-005980,Appearance,Minor,2024-07-25,Closed
5981,140,117,CMP-005981,Appearance,Minor,2024-11-06,Closed
5982,88,118,CMP-005982,Appearance,Minor,2026-01-18,Closed
5983,103,10,CMP-005983,Appearance,Major,2026-04-09,Open
5984,240,78,CMP-005984,Performance,Major,2024-02-04,Open
5985,40,89,CMP-005985,Performance,Major,2024-12-22,Closed
5986,37,104,CMP-005986,Documentation,Major,2025-05-13,Open
5987,169,51,CMP-005987,Packaging,Minor,2025-05-14,Closed
5988,18,119,CMP-005988,Packaging,Major,2024-06-01,Closed
5989,246,57,CMP-005989,Appearance,Minor,2025-03-01,Closed
5990,186,44,CMP-005990,Contamination,Minor,2025-04-04,Open
5991,204,99,CMP-005991,Appearance,Major,2026-02-17,Closed
5992,279,70,CMP-005992,Contamination,Minor,2024-11-10,Closed
5993,288,18,CMP-005993,Performance,Minor,2024-08-12,Closed
5994,9,56,CMP-005994,Documentation,Minor,2025-01-18,Closed
5995,129,110,CMP-005995,Packaging,Minor,2025-05-05,Closed
5996,66,76,CMP-005996,Appearance,Critical,2024-05-08,Closed
5997,119,25,CMP-005997,Appearance,Major,2024-02-09,Open
5998,112,36,CMP-005998,Appearance,Critical,2025-05-05,Closed
5999,165,5,CMP-005999,Packaging,Minor,2025-03-07,Closed
6000,173,53,CMP-006000,Performance,Major,2025-09-23,Closed
6001,228,47,CMP-006001,Appearance,Minor,2024-10-18,Closed
6002,40,55,CMP-006002,Appearance,Minor,2024-02-04,Open
6003,274,62,CMP-006003,Performance,Minor,2025-09-17,Closed
6004,256,68,CMP-006004,Documentation,Critical,2024-06-09,Closed
6005,219,75,CMP-006005,Documentation,Major,2025-11-17,Closed
6006,149,108,CMP-006006,Documentation,Minor,2024-01-20,Closed
6007,250,29,CMP-006007,Appearance,Minor,2026-04-05,Closed
6008,248,57,CMP-006008,Packaging,Minor,2025-11-12,Closed
6009,131,119,CMP-006009,Appearance,Major,2025-03-09,Closed
6010,64,40,CMP-006010,Performance,Minor,2025-04-25,Closed
6011,239,57,CMP-006011,Packaging,Critical,2024-03-22,Closed
6012,225,43,CMP-006012,Contamination,Major,2024-08-02,Open
6013,215,74,CMP-006013,Contamination,Minor,2026-03-20,Closed
6014,66,77,CMP-006014,Appearance,Minor,2025-11-07,Closed
6015,20,58,CMP-006015,Documentation,Major,2024-11-21,Closed
6016,62,11,CMP-006016,Documentation,Critical,2024-12-09,Open
6017,71,29,CMP-006017,Packaging,Major,2024-09-25,Closed
6018,86,20,CMP-006018,Documentation,Minor,2026-01-09,Closed
6019,129,44,CMP-006019,Performance,Minor,2026-03-19,Open
6020,32,24,CMP-006020,Performance,Minor,2026-03-22,Closed
6021,120,89,CMP-006021,Performance,Critical,2026-01-12,Closed
6022,16,100,CMP-006022,Packaging,Minor,2025-04-25,Closed
6023,76,7,CMP-006023,Documentation,Minor,2025-09-09,Closed
6024,251,28,CMP-006024,Documentation,Major,2024-01-05,Closed
6025,243,55,CMP-006025,Packaging,Minor,2024-12-10,Closed
6026,188,100,CMP-006026,Packaging,Major,2025-02-25,Open
6027,97,41,CMP-006027,Contamination,Major,2026-04-02,Closed
6028,80,114,CMP-006028,Contamination,Major,2024-05-14,Closed
6029,152,81,CMP-006029,Performance,Critical,2024-04-18,Closed
6030,113,106,CMP-006030,Packaging,Minor,2024-09-17,Closed
6031,179,65,CMP-006031,Performance,Major,2025-09-12,Closed
6032,122,2,CMP-006032,Performance,Major,2024-05-02,Open
