capa_id,investigation_id,capa_number,action_type,owner_function,due_date,status,effectiveness
4788,4479,CAPA-004788,Corrective,Quality,2026-08-12,Monitoring,Monitoring
4789,7534,CAPA-004789,Preventive,Manufacturing,2026-09-25,Monitoring,Effective
4790,2078,CAPA-004790,Corrective and Preventive,Supplier Quality,2026-07-01,Closed,Effective
4791,10406,CAPA-004791,Preventive,Manufacturing,2024-08-21,Closed,Effective
4792,4204,CAPA-004792,Preventive,Supplier Quality,2025-10-08,Closed,Monitoring
4793,9487,CAPA-004793,Preventive,Quality,2026-09-02,Closed,Ineffective
4794,6188,CAPA-004794,Corrective and Preventive,Laboratory,2024-10-09,Closed,Effective
4795,6727,CAPA-004795,Preventive,Manufacturing,2024-06-07,Closed,Effective
4796,7718,CAPA-004796,Corrective,Laboratory,2025-01-27,Closed,Effective
4797,3726,CAPA-004797,Preventive,MSAT,2025-05-16,Open,Effective
4798,9607,CAPA-004798,Corrective,MSAT,2025-05-04,Closed,Effective
4799,8285,CAPA-004799,Preventive,Manufacturing,2026-02-03,Monitoring,Effective
4800,11192,CAPA-004800,Corrective and Preventive,MSAT,2025-07-15,Closed,Monitoring
4801,6266,CAPA-004801,Corrective and Preventive,Supplier Quality,2024-12-11,Monitoring,Effective
4802,11191,CAPA-004802,Corrective and Preventive,MSAT,2024-11-21,Closed,Ineffective
4803,3563,CAPA-004803,Corrective,Quality,2026-09-12,Monitoring,Effective
4804,1431,CAPA-004804,Corrective,Supplier Quality,2025-09-24,Closed,Effective
4805,5183,CAPA-004805,Corrective and Preventive,MSAT,2026-03-05,Closed,Effective
4806,7905,CAPA-004806,Preventive,Supplier Quality,2024-12-21,Closed,Monitoring
4807,5147,CAPA-004807,Preventive,Quality,2026-07-15,Closed,Effective
4808,7194,CAPA-004808,Corrective,Laboratory,2024-10-06,Closed,Effective
4809,11009,CAPA-004809,Corrective,Quality,2024-10-11,Closed,Effective
4810,8409,CAPA-004810,Preventive,MSAT,2026-05-01,Monitoring,Effective
4811,7622,CAPA-004811,Corrective,Supplier Quality,2026-02-25,Monitoring,Ineffective
4812,2187,CAPA-004812,Preventive,MSAT,2024-09-14,Closed,Monitoring
4813,1575,CAPA-004813,Corrective and Preventive,Supplier Quality,2026-03-20,Closed,Effective
4814,4875,CAPA-004814,Preventive,MSAT,2024-08-26,Closed,Effective
4815,5706,CAPA-004815,Preventive,Supplier Quality,2024-12-07,Closed,Ineffective
4816,1151,CAPA-004816,Preventive,Supplier Quality,2026-10-22,Monitoring,Monitoring
4817,10305,CAPA-004817,Corrective,Quality,2024-10-25,Closed,Effective
4818,10224,CAPA-004818,Corrective and Preventive,Quality,2024-09-21,Closed,Effective
4819,7498,CAPA-004819,Preventive,Quality,2025-06-09,Monitoring,Monitoring
4820,6263,CAPA-004820,Corrective and Preventive,Supplier Quality,2026-03-29,Closed,Effective
4821,4963,CAPA-004821,Corrective and Preventive,Quality,2025-12-24,Closed,Effective
4822,5648,CAPA-004822,Preventive,Laboratory,2026-09-07,Monitoring,Effective
4823,7017,CAPA-004823,Corrective,Quality,2024-07-16,Closed,Effective
4824,4065,CAPA-004824,Preventive,Manufacturing,2024-12-01,Closed,Effective
4825,5049,CAPA-004825,Corrective and Preventive,Laboratory,2026-05-12,Closed,Monitoring
4826,3595,CAPA-004826,Corrective and Preventive,Laboratory,2025-06-02,Closed,Effective
4827,8913,CAPA-004827,Preventive,Supplier Quality,2025-06-20,Closed,Not Assessed
4828,11255,CAPA-004828,Corrective,MSAT,2025-12-07,Closed,Monitoring
4829,11419,CAPA-004829,Corrective,Supplier Quality,2026-09-30,Monitoring,Ineffective
4830,10159,CAPA-004830,Preventive,Manufacturing,2025-05-01,Closed,Monitoring
4831,7025,CAPA-004831,Preventive,Quality,2024-08-05,Closed,Effective
4832,9987,CAPA-004832,Preventive,Supplier Quality,2026-04-18,Open,Effective
4833,149,CAPA-004833,Preventive,Supplier Quality,2026-05-16,Closed,Effective
4834,1734,CAPA-004834,Corrective and Preventive,Manufacturing,2024-07-01,Open,Not Assessed
4835,2974,CAPA-004835,Preventive,Laboratory,2024-07-16,Closed,Effective
4836,819,CAPA-004836,Corrective and Preventive,Laboratory,2025-05-04,Open,Effective
4837,5466,CAPA-004837,Corrective,MSAT,2026-04-13,Closed,Ineffective
4838,129,CAPA-004838,Corrective and Preventive,Laboratory,2026-03-08,Closed,Not Assessed
4839,9250,CAPA-004839,Preventive,Quality,2024-11-04,Closed,Monitoring
4840,11553,CAPA-004840,Corrective and Preventive,Laboratory,2026-09-06,Closed,Effective
4841,7235,CAPA-004841,Corrective,Supplier Quality,2026-05-20,Closed,Ineffective
4842,3289,CAPA-004842,Corrective and Preventive,MSAT,2024-09-19,Closed,Effective
4843,9398,CAPA-004843,Corrective,Manufacturing,2025-01-28,Closed,Effective
4844,11195,CAPA-004844,Corrective and Preventive,Supplier Quality,2024-06-04,Open,Effective
4845,10455,CAPA-004845,Preventive,Supplier Quality,2025-08-02,Open,Not Assessed
4846,7185,CAPA-004846,Corrective and Preventive,Supplier Quality,2025-02-22,Open,Effective
4847,5566,CAPA-004847,Preventive,Quality,2026-01-19,Closed,Effective
4848,7289,CAPA-004848,Corrective,MSAT,2025-09-20,Closed,Effective
4849,8313,CAPA-004849,Corrective and Preventive,MSAT,2025-10-29,Open,Monitoring
4850,5379,CAPA-004850,Corrective,Manufacturing,2025-11-09,Open,Ineffective
4851,10995,CAPA-004851,Corrective and Preventive,Laboratory,2025-02-24,Closed,Effective
4852,11208,CAPA-004852,Corrective and Preventive,Manufacturing,2024-11-18,Closed,Monitoring
4853,3014,CAPA-004853,Preventive,Quality,2026-06-29,Closed,Ineffective
4854,554,CAPA-004854,Corrective,Supplier Quality,2025-10-10,Closed,Effective
4855,4974,CAPA-004855,Corrective,Manufacturing,2026-10-09,Closed,Monitoring
4856,11933,CAPA-004856,Corrective and Preventive,Quality,2026-07-17,Closed,Effective
4857,8596,CAPA-004857,Corrective,Supplier Quality,2025-09-19,Closed,Monitoring
4858,9327,CAPA-004858,Preventive,Supplier Quality,2026-03-03,Closed,Not Assessed
4859,2692,CAPA-004859,Corrective and Preventive,Manufacturing,2025-01-07,Open,Effective
4860,11697,CAPA-004860,Corrective and Preventive,Laboratory,2026-06-08,Monitoring,Effective
4861,2003,CAPA-004861,Corrective and Preventive,Quality,2024-12-07,Monitoring,Effective
4862,1539,CAPA-004862,Corrective,Supplier Quality,2026-08-31,Closed,Effective
4863,6382,CAPA-004863,Preventive,Supplier Quality,2026-09-10,Closed,Ineffective
4864,10373,CAPA-004864,Corrective and Preventive,Quality,2025-07-19,Closed,Monitoring
4865,4665,CAPA-004865,Preventive,MSAT,2025-07-12,Closed,Monitoring
4866,6065,CAPA-004866,Corrective and Preventive,MSAT,2024-06-13,Closed,Effective
4867,5281,CAPA-004867,Preventive,Supplier Quality,2026-03-01,Closed,Monitoring
4868,1755,CAPA-004868,Preventive,Supplier Quality,2025-06-20,Closed,Effective
4869,9014,CAPA-004869,Corrective and Preventive,Quality,2025-11-25,Closed,Effective
4870,11128,CAPA-004870,Preventive,Laboratory,2025-01-29,Closed,Monitoring
4871,4729,CAPA-004871,Preventive,Supplier Quality,2026-02-23,Open,Effective
4872,2150,CAPA-004872,Corrective and Preventive,MSAT,2024-07-16,Closed,Effective
4873,5820,CAPA-004873,Preventive,Supplier Quality,2026-04-23,Closed,Monitoring
4874,3101,CAPA-004874,Corrective and Preventive,Manufacturing,2026-05-11,Closed,Monitoring
4875,4164,CAPA-004875,Preventive,Quality,2025-11-18,Closed,Not Assessed
4876,10269,CAPA-004876,Corrective and Preventive,Supplier Quality,2025-11-04,Open,Ineffective
4877,2127,CAPA-004877,Corrective and Preventive,Laboratory,2026-01-11,Closed,Effective
4878,4710,CAPA-004878,Corrective and Preventive,Supplier Quality,2026-11-07,Closed,Effective
4879,2169,CAPA-004879,Corrective,Supplier Quality,2025-09-19,Closed,Monitoring
4880,4001,CAPA-004880,Corrective and Preventive,MSAT,2025-10-30,Closed,Effective
4881,7874,CAPA-004881,Corrective,Manufacturing,2026-11-13,Closed,Monitoring
4882,9814,CAPA-004882,Corrective,Laboratory,2024-09-09,Closed,Effective
4883,4692,CAPA-004883,Preventive,Quality,2026-09-07,Closed,Monitoring
4884,1322,CAPA-004884,Preventive,Laboratory,2025-03-09,Open,Ineffective
4885,7715,CAPA-004885,Corrective and Preventive,MSAT,2024-08-23,Closed,Monitoring
4886,3878,CAPA-004886,Corrective and Preventive,MSAT,2024-11-14,Closed,Effective
4887,5954,CAPA-004887,Corrective,Quality,2026-10-23,Monitoring,Effective
4888,3843,CAPA-004888,Corrective,Quality,2026-03-02,Closed,Effective
4889,11783,CAPA-004889,Corrective and Preventive,Quality,2025-12-10,Monitoring,Effective
4890,8471,CAPA-004890,Corrective and Preventive,Laboratory,2024-10-14,Monitoring,Effective
4891,5418,CAPA-004891,Corrective and Preventive,Manufacturing,2025-06-06,Closed,Effective
4892,10754,CAPA-004892,Corrective and Preventive,MSAT,2024-08-04,Monitoring,Not Assessed
4893,9946,CAPA-004893,Corrective and Preventive,Laboratory,2025-11-22,Monitoring,Not Assessed
4894,8421,CAPA-004894,Corrective and Preventive,MSAT,2025-07-20,Closed,Not Assessed
4895,11222,CAPA-004895,Preventive,Supplier Quality,2025-06-08,Closed,Not Assessed
4896,5325,CAPA-004896,Corrective and Preventive,Quality,2025-07-11,Open,Effective
4897,4238,CAPA-004897,Preventive,Quality,2024-11-27,Monitoring,Not Assessed
4898,1681,CAPA-004898,Corrective,Quality,2025-06-02,Closed,Effective
4899,2906,CAPA-004899,Preventive,MSAT,2024-09-20,Monitoring,Monitoring
4900,9443,CAPA-004900,Preventive,Manufacturing,2026-07-28,Closed,Not Assessed
4901,6701,CAPA-004901,Corrective,Supplier Quality,2026-01-03,Closed,Effective
4902,11058,CAPA-004902,Preventive,Laboratory,2025-01-17,Monitoring,Effective
4903,4838,CAPA-004903,Corrective and Preventive,MSAT,2026-02-09,Closed,Effective
4904,569,CAPA-004904,Corrective,Supplier Quality,2026-07-22,Closed,Monitoring
4905,8509,CAPA-004905,Corrective,Manufacturing,2025-04-10,Closed,Effective
4906,11670,CAPA-004906,Preventive,Manufacturing,2025-11-05,Closed,Effective
4907,4092,CAPA-004907,Corrective and Preventive,Manufacturing,2025-06-25,Monitoring,Effective
4908,8005,CAPA-004908,Corrective and Preventive,Supplier Quality,2026-04-05,Monitoring,Effective
4909,2649,CAPA-004909,Corrective and Preventive,MSAT,2024-11-02,Closed,Effective
4910,5524,CAPA-004910,Preventive,Quality,2025-02-16,Closed,Effective
4911,11529,CAPA-004911,Preventive,Supplier Quality,2025-10-01,Monitoring,Effective
4912,11018,CAPA-004912,Preventive,Laboratory,2024-08-07,Open,Monitoring
4913,7229,CAPA-004913,Corrective,Quality,2025-06-30,Closed,Ineffective
4914,10041,CAPA-004914,Corrective and Preventive,MSAT,2026-10-10,Closed,Effective
4915,3170,CAPA-004915,Preventive,Manufacturing,2024-08-25,Closed,Monitoring
4916,4353,CAPA-004916,Preventive,Quality,2025-03-04,Open,Effective
4917,2168,CAPA-004917,Corrective and Preventive,Quality,2026-05-02,Open,Monitoring
4918,6863,CAPA-004918,Corrective and Preventive,Manufacturing,2026-07-16,Closed,Effective
4919,8705,CAPA-004919,Corrective,Supplier Quality,2026-03-18,Closed,Not Assessed
4920,2662,CAPA-004920,Corrective,MSAT,2026-04-24,Monitoring,Effective
4921,6343,CAPA-004921,Corrective,MSAT,2026-04-02,Closed,Effective
4922,6567,CAPA-004922,Corrective and Preventive,Quality,2025-05-01,Closed,Not Assessed
4923,3104,CAPA-004923,Corrective and Preventive,MSAT,2024-12-16,Closed,Not Assessed
4924,10297,CAPA-004924,Corrective,Laboratory,2025-01-21,Closed,Not Assessed
4925,11441,CAPA-004925,Corrective and Preventive,Laboratory,2024-10-31,Closed,Effective
4926,4216,CAPA-004926,Corrective and Preventive,Laboratory,2025-07-29,Closed,Effective
4927,1313,CAPA-004927,Preventive,MSAT,2026-06-07,Open,Effective
4928,1825,CAPA-004928,Corrective,MSAT,2026-08-19,Closed,Ineffective
4929,7351,CAPA-004929,Preventive,Manufacturing,2026-05-17,Closed,Not Assessed
4930,11405,CAPA-004930,Corrective,Laboratory,2025-07-23,Open,Effective
4931,6630,CAPA-004931,Preventive,Manufacturing,2024-09-23,Closed,Monitoring
4932,873,CAPA-004932,Corrective and Preventive,MSAT,2024-06-26,Closed,Not Assessed
4933,9272,CAPA-004933,Corrective and Preventive,Supplier Quality,2025-09-26,Open,Effective
4934,9700,CAPA-004934,Corrective and Preventive,Laboratory,2024-10-27,Closed,Effective
4935,8162,CAPA-004935,Corrective,Quality,2025-03-13,Monitoring,Monitoring
4936,1767,CAPA-004936,Corrective and Preventive,Quality,2025-09-13,Monitoring,Not Assessed
4937,11124,CAPA-004937,Corrective and Preventive,Manufacturing,2025-11-30,Open,Not Assessed
4938,9674,CAPA-004938,Preventive,Supplier Quality,2026-01-06,Closed,Effective
4939,2482,CAPA-004939,Corrective and Preventive,Manufacturing,2024-12-26,Closed,Effective
4940,4230,CAPA-004940,Corrective,Quality,2024-08-10,Monitoring,Not Assessed
4941,7271,CAPA-004941,Corrective and Preventive,Laboratory,2026-07-07,Closed,Not Assessed
4942,2327,CAPA-004942,Preventive,Supplier Quality,2026-01-16,Closed,Effective
4943,1822,CAPA-004943,Preventive,Manufacturing,2026-03-23,Open,Effective
4944,11331,CAPA-004944,Corrective and Preventive,Supplier Quality,2025-02-26,Monitoring,Monitoring
4945,4916,CAPA-004945,Corrective and Preventive,Quality,2024-10-29,Monitoring,Ineffective
4946,242,CAPA-004946,Corrective,MSAT,2024-10-08,Monitoring,Monitoring
4947,1805,CAPA-004947,Preventive,Manufacturing,2026-03-28,Closed,Effective
4948,1452,CAPA-004948,Corrective and Preventive,Quality,2026-10-21,Closed,Monitoring
4949,6841,CAPA-004949,Corrective,Laboratory,2024-11-26,Open,Effective
4950,8132,CAPA-004950,Corrective and Preventive,Supplier Quality,2026-07-30,Closed,Effective
4951,818,CAPA-004951,Corrective,Manufacturing,2024-06-19,Monitoring,Not Assessed
4952,3296,CAPA-004952,Corrective and Preventive,Manufacturing,2026-02-19,Closed,Not Assessed
4953,11411,CAPA-004953,Corrective and Preventive,Manufacturing,2026-06-28,Open,Effective
4954,3223,CAPA-004954,Preventive,Manufacturing,2025-03-22,Monitoring,Monitoring
4955,6566,CAPA-004955,Corrective,Manufacturing,2025-11-26,Closed,Effective
4956,4602,CAPA-004956,Preventive,Supplier Quality,2026-11-17,Closed,Effective
4957,2510,CAPA-004957,Corrective and Preventive,Quality,2026-08-07,Closed,Monitoring
4958,2049,CAPA-004958,Corrective,MSAT,2025-01-21,Monitoring,Monitoring
4959,9519,CAPA-004959,Corrective and Preventive,MSAT,2025-07-15,Closed,Effective
4960,10528,CAPA-004960,Corrective,Manufacturing,2024-08-24,Closed,Effective
4961,11428,CAPA-004961,Preventive,Supplier Quality,2026-11-13,Closed,Not Assessed
4962,8139,CAPA-004962,Corrective and Preventive,Supplier Quality,2026-01-04,Closed,Not Assessed
4963,10802,CAPA-004963,Corrective,Supplier Quality,2026-04-14,Closed,Effective
4964,4200,CAPA-004964,Corrective and Preventive,Quality,2026-04-07,Closed,Ineffective
4965,9407,CAPA-004965,Preventive,Manufacturing,2026-10-20,Open,Effective
4966,1367,CAPA-004966,Preventive,Supplier Quality,2024-09-03,Closed,Effective
4967,3145,CAPA-004967,Preventive,MSAT,2025-06-02,Closed,Effective
4968,533,CAPA-004968,Corrective and Preventive,Laboratory,2026-07-21,Closed,Effective
4969,6237,CAPA-004969,Preventive,Manufacturing,2026-04-03,Closed,Effective
4970,1812,CAPA-004970,Corrective and Preventive,Laboratory,2025-06-04,Closed,Monitoring
4971,6015,CAPA-004971,Corrective and Preventive,MSAT,2026-01-23,Closed,Effective
4972,9360,CAPA-004972,Corrective,Manufacturing,2025-12-26,Open,Effective
4973,9693,CAPA-004973,Corrective and Preventive,Supplier Quality,2026-04-17,Closed,Monitoring
4974,4174,CAPA-004974,Corrective,Laboratory,2024-08-28,Monitoring,Monitoring
4975,8834,CAPA-004975,Corrective and Preventive,MSAT,2026-02-10,Closed,Monitoring
4976,11983,CAPA-004976,Corrective and Preventive,MSAT,2025-02-13,Open,Monitoring
4977,5414,CAPA-004977,Corrective and Preventive,Laboratory,2026-06-17,Closed,Monitoring
4978,5333,CAPA-004978,Preventive,Supplier Quality,2026-07-20,Closed,Effective
4979,3588,CAPA-004979,Corrective and Preventive,Manufacturing,2025-05-28,Closed,Effective
4980,3987,CAPA-004980,Corrective and Preventive,Manufacturing,2025-02-15,Closed,Effective
4981,457,CAPA-004981,Corrective,Laboratory,2026-02-19,Open,Ineffective
4982,7822,CAPA-004982,Corrective and Preventive,Supplier Quality,2024-10-08,Closed,Effective
4983,294,CAPA-004983,Corrective and Preventive,Manufacturing,2025-05-22,Closed,Monitoring
4984,3655,CAPA-004984,Corrective and Preventive,Supplier Quality,2025-12-17,Closed,Monitoring
4985,2598,CAPA-004985,Corrective and Preventive,Quality,2026-08-20,Closed,Ineffective
4986,4000,CAPA-004986,Preventive,Supplier Quality,2026-08-28,Closed,Effective
4987,11743,CAPA-004987,Corrective and Preventive,MSAT,2026-01-21,Closed,Effective
4988,661,CAPA-004988,Preventive,Supplier Quality,2026-09-11,Monitoring,Effective
4989,2643,CAPA-004989,Corrective,Quality,2026-07-21,Closed,Monitoring
4990,10122,CAPA-004990,Corrective,Laboratory,2025-08-08,Closed,Not Assessed
4991,1618,CAPA-004991,Corrective,Supplier Quality,2024-12-11,Closed,Effective
4992,2019,CAPA-004992,Corrective and Preventive,MSAT,2026-06-16,Closed,Effective
4993,11356,CAPA-004993,Corrective,Supplier Quality,2026-09-27,Closed,Monitoring
4994,3052,CAPA-004994,Corrective and Preventive,Supplier Quality,2025-12-16,Open,Monitoring
4995,6432,CAPA-004995,Preventive,Quality,2025-08-25,Monitoring,Effective
4996,6600,CAPA-004996,Corrective,MSAT,2025-08-20,Closed,Effective
4997,5789,CAPA-004997,Corrective and Preventive,Supplier Quality,2026-07-26,Monitoring,Effective
4998,5632,CAPA-004998,Preventive,Laboratory,2025-03-22,Closed,Not Assessed
4999,5376,CAPA-004999,Preventive,Quality,2025-06-07,Closed,Not Assessed
5000,8149,CAPA-005000,Corrective,Laboratory,2024-10-20,Closed,Effective
5001,10255,CAPA-005001,Corrective,MSAT,2026-02-20,Closed,Effective
5002,9550,CAPA-005002,Corrective,Supplier Quality,2026-02-01,Closed,Monitoring
5003,6099,CAPA-005003,Corrective and Preventive,Manufacturing,2026-05-20,Monitoring,Not Assessed
5004,3446,CAPA-005004,Corrective,Supplier Quality,2024-11-25,Open,Effective
5005,10410,CAPA-005005,Corrective and Preventive,MSAT,2026-01-29,Monitoring,Not Assessed
5006,11544,CAPA-005006,Preventive,MSAT,2026-10-12,Closed,Effective
5007,9942,CAPA-005007,Corrective,MSAT,2025-10-14,Closed,Effective
5008,7305,CAPA-005008,Corrective and Preventive,Manufacturing,2026-06-24,Closed,Effective
5009,4668,CAPA-005009,Preventive,Supplier Quality,2026-10-12,Closed,Effective
5010,9330,CAPA-005010,Preventive,Manufacturing,2025-11-16,Closed,Effective
5011,5277,CAPA-005011,Corrective,Laboratory,2024-10-06,Closed,Effective
5012,2451,CAPA-005012,Corrective,Supplier Quality,2025-08-12,Closed,Effective
5013,5857,CAPA-005013,Corrective,Quality,2026-05-12,Open,Monitoring
5014,2375,CAPA-005014,Corrective,Manufacturing,2026-02-15,Closed,Effective
5015,8413,CAPA-005015,Corrective,Quality,2024-09-06,Monitoring,Effective
5016,9234,CAPA-005016,Corrective and Preventive,MSAT,2024-09-09,Closed,Effective
5017,8501,CAPA-005017,Corrective,Supplier Quality,2025-01-05,Monitoring,Effective
5018,4813,CAPA-005018,Corrective and Preventive,Manufacturing,2026-07-17,Closed,Monitoring
5019,349,CAPA-005019,Preventive,Supplier Quality,2024-06-14,Closed,Effective
5020,11468,CAPA-005020,Corrective,Quality,2025-10-11,Open,Effective
5021,2893,CAPA-005021,Preventive,Quality,2025-04-22,Closed,Monitoring
5022,5566,CAPA-005022,Corrective,Manufacturing,2025-12-04,Closed,Not Assessed
5023,10184,CAPA-005023,Preventive,Quality,2025-02-23,Monitoring,Effective
5024,4042,CAPA-005024,Corrective,MSAT,2025-07-14,Closed,Not Assessed
5025,4199,CAPA-005025,Corrective and Preventive,Laboratory,2025-05-18,Closed,Monitoring
5026,3005,CAPA-005026,Preventive,Supplier Quality,2026-09-28,Monitoring,Effective
5027,11788,CAPA-005027,Corrective,MSAT,2025-08-29,Closed,Effective
5028,9362,CAPA-005028,Preventive,Supplier Quality,2025-02-26,Monitoring,Monitoring
5029,7968,CAPA-005029,Preventive,MSAT,2025-05-30,Closed,Effective
5030,9105,CAPA-005030,Preventive,Manufacturing,2024-10-06,Open,Effective
5031,11568,CAPA-005031,Preventive,Quality,2026-07-31,Closed,Effective
5032,10928,CAPA-005032,Corrective and Preventive,Laboratory,2024-11-21,Monitoring,Effective
5033,2185,CAPA-005033,Corrective and Preventive,Manufacturing,2025-10-19,Closed,Effective
5034,7168,CAPA-005034,Corrective and Preventive,Supplier Quality,2024-10-29,Closed,Monitoring
5035,10628,CAPA-005035,Corrective and Preventive,Manufacturing,2026-04-24,Closed,Effective
5036,11618,CAPA-005036,Corrective,Manufacturing,2026-04-10,Open,Effective
5037,1602,CAPA-005037,Corrective,Quality,2026-07-08,Monitoring,Effective
5038,11632,CAPA-005038,Corrective,Laboratory,2025-07-30,Open,Not Assessed
5039,5738,CAPA-005039,Corrective and Preventive,Manufacturing,2025-11-30,Closed,Effective
5040,10198,CAPA-005040,Corrective,MSAT,2025-02-07,Monitoring,Effective
5041,2404,CAPA-005041,Corrective,Manufacturing,2025-03-06,Closed,Effective
5042,9832,CAPA-005042,Corrective,MSAT,2025-05-14,Closed,Effective
5043,9905,CAPA-005043,Preventive,Manufacturing,2025-10-13,Open,Monitoring
5044,7379,CAPA-005044,Corrective,Quality,2026-07-30,Closed,Effective
5045,7751,CAPA-005045,Preventive,Supplier Quality,2026-03-14,Open,Effective
5046,5856,CAPA-005046,Preventive,Supplier Quality,2025-10-30,Closed,Effective
5047,8998,CAPA-005047,Preventive,MSAT,2025-01-16,Monitoring,Not Assessed
5048,6373,CAPA-005048,Corrective and Preventive,Manufacturing,2024-07-20,Monitoring,Effective
5049,4825,CAPA-005049,Corrective and Preventive,MSAT,2025-09-27,Closed,Monitoring
5050,10731,CAPA-005050,Corrective,Quality,2025-07-18,Monitoring,Effective
5051,10095,CAPA-005051,Corrective,Laboratory,2026-01-07,Open,Effective
5052,4397,CAPA-005052,Corrective,Supplier Quality,2026-08-26,Closed,Monitoring
5053,8762,CAPA-005053,Corrective,Supplier Quality,2025-04-13,Closed,Effective
5054,2017,CAPA-005054,Preventive,Laboratory,2024-10-25,Closed,Effective
5055,8944,CAPA-005055,Preventive,MSAT,2026-03-24,Open,Effective
5056,4555,CAPA-005056,Corrective,Manufacturing,2024-11-08,Closed,Effective
5057,3829,CAPA-005057,Corrective,Supplier Quality,2026-08-20,Monitoring,Effective
5058,6220,CAPA-005058,Corrective,Laboratory,2025-04-04,Open,Effective
5059,927,CAPA-005059,Preventive,MSAT,2026-07-23,Closed,Effective
5060,7691,CAPA-005060,Preventive,Quality,2026-06-30,Monitoring,Effective
5061,7828,CAPA-005061,Corrective,Manufacturing,2026-02-13,Closed,Effective
5062,5051,CAPA-005062,Corrective and Preventive,MSAT,2025-12-23,Closed,Effective
5063,38,CAPA-005063,Corrective and Preventive,Supplier Quality,2026-05-02,Closed,Effective
5064,11594,CAPA-005064,Corrective and Preventive,Manufacturing,2025-02-01,Monitoring,Ineffective
5065,6637,CAPA-005065,Corrective,Laboratory,2025-09-26,Open,Effective
5066,3691,CAPA-005066,Preventive,Laboratory,2024-07-10,Closed,Not Assessed
5067,11692,CAPA-005067,Preventive,Supplier Quality,2024-07-02,Open,Effective
5068,6644,CAPA-005068,Corrective and Preventive,Manufacturing,2024-10-12,Open,Effective
5069,5012,CAPA-005069,Preventive,MSAT,2025-02-19,Monitoring,Effective
5070,8312,CAPA-005070,Corrective and Preventive,Quality,2026-06-12,Closed,Effective
5071,11073,CAPA-005071,Corrective,Laboratory,2025-03-08,Closed,Effective
5072,6477,CAPA-005072,Corrective and Preventive,Manufacturing,2025-10-23,Closed,Not Assessed
5073,4274,CAPA-005073,Corrective,MSAT,2025-01-03,Monitoring,Effective
5074,11288,CAPA-005074,Corrective and Preventive,Manufacturing,2026-08-03,Closed,Effective
5075,4476,CAPA-005075,Preventive,MSAT,2025-10-09,Closed,Effective
5076,10503,CAPA-005076,Corrective,Supplier Quality,2024-11-30,Monitoring,Not Assessed
5077,5806,CAPA-005077,Corrective,MSAT,2024-10-24,Closed,Monitoring
5078,7783,CAPA-005078,Corrective,Quality,2025-11-04,Closed,Effective
5079,5886,CAPA-005079,Corrective,MSAT,2024-09-27,Monitoring,Not Assessed
5080,10995,CAPA-005080,Preventive,Manufacturing,2024-12-22,Closed,Not Assessed
5081,10795,CAPA-005081,Preventive,MSAT,2026-09-25,Closed,Monitoring
5082,983,CAPA-005082,Preventive,Laboratory,2026-09-20,Closed,Effective
5083,1548,CAPA-005083,Corrective,Laboratory,2025-12-06,Closed,Not Assessed
5084,4155,CAPA-005084,Preventive,Supplier Quality,2025-08-08,Closed,Monitoring
5085,6632,CAPA-005085,Preventive,Laboratory,2026-09-23,Closed,Effective
5086,9575,CAPA-005086,Corrective and Preventive,Supplier Quality,2026-07-08,Closed,Ineffective
5087,7202,CAPA-005087,Preventive,Manufacturing,2026-11-13,Open,Effective
5088,7362,CAPA-005088,Corrective and Preventive,Quality,2026-03-04,Closed,Effective
5089,7151,CAPA-005089,Corrective and Preventive,Supplier Quality,2025-03-30,Closed,Effective
5090,5155,CAPA-005090,Corrective,Supplier Quality,2025-03-10,Closed,Effective
5091,8903,CAPA-005091,Corrective and Preventive,MSAT,2026-09-27,Closed,Effective
5092,831,CAPA-005092,Corrective and Preventive,MSAT,2025-07-25,Closed,Monitoring
5093,4021,CAPA-005093,Preventive,Manufacturing,2026-09-19,Closed,Monitoring
5094,793,CAPA-005094,Corrective,MSAT,2025-06-10,Monitoring,Monitoring
5095,2877,CAPA-005095,Preventive,Supplier Quality,2026-07-18,Closed,Not Assessed
5096,3478,CAPA-005096,Preventive,Quality,2024-10-23,Closed,Effective
5097,4022,CAPA-005097,Corrective,Quality,2026-06-10,Closed,Effective
5098,5171,CAPA-005098,Preventive,Laboratory,2025-10-09,Closed,Not Assessed
5099,4990,CAPA-005099,Corrective,Quality,2025-04-12,Closed,Monitoring
5100,2805,CAPA-005100,Corrective,Manufacturing,2024-08-01,Closed,Effective
5101,11559,CAPA-005101,Corrective and Preventive,Manufacturing,2026-07-12,Monitoring,Effective
5102,6793,CAPA-005102,Corrective,Supplier Quality,2024-08-12,Open,Monitoring
5103,1578,CAPA-005103,Preventive,MSAT,2024-08-11,Monitoring,Effective
5104,3912,CAPA-005104,Preventive,Supplier Quality,2024-12-03,Closed,Effective
5105,9816,CAPA-005105,Corrective,Manufacturing,2026-04-09,Monitoring,Effective
5106,784,CAPA-005106,Preventive,Laboratory,2025-06-22,Monitoring,Effective
5107,3034,CAPA-005107,Preventive,Supplier Quality,2025-09-05,Closed,Monitoring
5108,2526,CAPA-005108,Corrective,Quality,2024-09-06,Closed,Effective
5109,10789,CAPA-005109,Corrective,Manufacturing,2026-09-30,Closed,Effective
5110,6993,CAPA-005110,Corrective and Preventive,Quality,2026-02-27,Closed,Monitoring
5111,11937,CAPA-005111,Corrective,Supplier Quality,2025-03-03,Open,Effective
